"uuid","viewDistance","px2mm","cardWidthPx"
"1b50fbaa-7cf9-485a-95b6-cfead1662797",40.537,4.21,360
"1b50fbaa-7cf9-485a-95b6-cfead1662797",54.18,4.21,360
"1b7b31aa-9a1a-4564-be27-7e9c8a709776",63.142,3.79,324
"1b7b31aa-9a1a-4564-be27-7e9c8a709776",62.639,3.79,324
"1b7b31aa-9a1a-4564-be27-7e9c8a709776",64.556,3.79,324
"1b93ef0b-5496-4c6c-bc22-a13130421b34",59.821,4,342
"1b93ef0b-5496-4c6c-bc22-a13130421b34",54.668,4,342
"1b93ef0b-5496-4c6c-bc22-a13130421b34",55.186,4,342
"1bcee0e3-a569-4072-8807-7134d69c026b",51.623,3.79,324
"1bcee0e3-a569-4072-8807-7134d69c026b",51.443,3.79,324
"1bcee0e3-a569-4072-8807-7134d69c026b",50.388,3.79,324
"1bd4e0e3-7b4c-4bb4-b8f3-d461cf39a57c",27.498,4.74,406
"1bd4e0e3-7b4c-4bb4-b8f3-d461cf39a57c",41.412,4.74,406
"1bd4e0e3-7b4c-4bb4-b8f3-d461cf39a57c",43.101,4.74,406
"1d26d92e-c09f-4d92-a77c-ddbe1273e6a6",49.399,4.94,423
"1d26d92e-c09f-4d92-a77c-ddbe1273e6a6",48.052,4.94,423
"1d26d92e-c09f-4d92-a77c-ddbe1273e6a6",46.304,4.94,423
"1d3d007c-bcd7-44ea-90c1-4e3fccf4ab65",61.705,4.42,378
"1d3d007c-bcd7-44ea-90c1-4e3fccf4ab65",57.574,4.42,378
"1d3d007c-bcd7-44ea-90c1-4e3fccf4ab65",48.347,4.42,378
"1d9cca78-78b0-4eed-b664-96a8e2d72f7b",46.394,5.68,486
"1d9cca78-78b0-4eed-b664-96a8e2d72f7b",46.359,5.68,486
"1d9cca78-78b0-4eed-b664-96a8e2d72f7b",42.262,5.68,486
"1dae6c92-5683-4a14-947a-cd89276e12e7",54.85,4.52,387
"1dae6c92-5683-4a14-947a-cd89276e12e7",52.04,4.52,387
"1dae6c92-5683-4a14-947a-cd89276e12e7",52.603,4.52,387
"1dc6e621-3d13-4b89-9c72-b1f3bbcb63f7",27.886,4.73,405
"1dc6e621-3d13-4b89-9c72-b1f3bbcb63f7",46.852,4.73,405
"1dc6e621-3d13-4b89-9c72-b1f3bbcb63f7",43.048,4.73,405
"1deeba66-3dc3-4036-99ed-2cf1d28a7e2b",54.909,5.47,468
"1deeba66-3dc3-4036-99ed-2cf1d28a7e2b",55.286,5.47,468
"1deeba66-3dc3-4036-99ed-2cf1d28a7e2b",63.028,5.47,468
"1e97bc65-ad1c-40cd-a4d6-6ec52ff3052b",63.927,4.84,414
"1e97bc65-ad1c-40cd-a4d6-6ec52ff3052b",58.576,4.84,414
"1e97bc65-ad1c-40cd-a4d6-6ec52ff3052b",61.315,4.84,414
"1eaf582b-6b3f-4af1-a0c6-78a4b1a47d8f",51.689,3.68,315
"1eaf582b-6b3f-4af1-a0c6-78a4b1a47d8f",46.106,3.68,315
"1eaf582b-6b3f-4af1-a0c6-78a4b1a47d8f",44.737,3.68,315
"1f150e5b-a606-45fe-8d9a-f94d3750e58c",53.294,5.15,441
"1f150e5b-a606-45fe-8d9a-f94d3750e58c",55.087,5.15,441
"1f150e5b-a606-45fe-8d9a-f94d3750e58c",54.993,5.15,441
"1f22681c-aafe-4bd0-ab80-b310c9c2ab11",57.421,4.1,351
"1f22681c-aafe-4bd0-ab80-b310c9c2ab11",55.3,4.1,351
"1f22681c-aafe-4bd0-ab80-b310c9c2ab11",58.249,4.1,351
"1f27ab0c-f543-48d4-b9d7-07139009e6a7",58.651,4.42,378
"1f27ab0c-f543-48d4-b9d7-07139009e6a7",49.149,4.42,378
"1f27ab0c-f543-48d4-b9d7-07139009e6a7",54.668,4.42,378
"1f33de9f-e7f5-430b-8c2e-1d3e57de0a19",40.289,4.52,387
"1f33de9f-e7f5-430b-8c2e-1d3e57de0a19",39.955,4.52,387
"1f33de9f-e7f5-430b-8c2e-1d3e57de0a19",38.878,4.52,387
"1f51d142-4779-4da9-ae0e-1486e77affc5",46.687,5.26,450
"1f51d142-4779-4da9-ae0e-1486e77affc5",41.884,5.26,450
"1f51d142-4779-4da9-ae0e-1486e77affc5",45.473,5.26,450
"1fbba9cc-c186-48f4-aa20-e2a67eca3203",47.83,5.36,459
"1fbba9cc-c186-48f4-aa20-e2a67eca3203",46.296,5.36,459
"1fbba9cc-c186-48f4-aa20-e2a67eca3203",40.557,5.36,459
"1fc1fbdf-ed81-42e1-b511-b3e9e24d27a9",47.945,4.1,351
"1fc1fbdf-ed81-42e1-b511-b3e9e24d27a9",37.755,4.1,351
"1fc1fbdf-ed81-42e1-b511-b3e9e24d27a9",42.249,4.1,351
"1ff936db-7b0f-4796-84e0-29bbd27cad8e",63.565,4.31,369
"1ff936db-7b0f-4796-84e0-29bbd27cad8e",61.098,4.31,369
"1ff936db-7b0f-4796-84e0-29bbd27cad8e",62.048,4.31,369
"1ffbbb1c-dadc-4fe4-9442-d9430a90e79c",48.196,5.26,450
"1ffbbb1c-dadc-4fe4-9442-d9430a90e79c",45.517,5.26,450
"1ffbbb1c-dadc-4fe4-9442-d9430a90e79c",53.202,5.26,450
"2022c76f-d34e-4679-ba96-af45b563b5e7",45.042,4.1,351
"2022c76f-d34e-4679-ba96-af45b563b5e7",46.627,4.1,351
"2022c76f-d34e-4679-ba96-af45b563b5e7",43.903,4.1,351
"2084ccec-f9ea-48f1-be3f-ef279406e2a5",45.398,2.73,234
"2084ccec-f9ea-48f1-be3f-ef279406e2a5",44.695,2.73,234
"2084ccec-f9ea-48f1-be3f-ef279406e2a5",52.622,2.73,234
"20b66514-9ee3-4cb2-bbb8-9aa6fe546684",43.705,4.52,387
"20b66514-9ee3-4cb2-bbb8-9aa6fe546684",47.445,4.52,387
"20b66514-9ee3-4cb2-bbb8-9aa6fe546684",47.978,4.52,387
"20e78e0f-516d-454a-adc5-fc05b2735e86",31.566,5.36,459
"20e78e0f-516d-454a-adc5-fc05b2735e86",29.028,5.36,459
"20e78e0f-516d-454a-adc5-fc05b2735e86",33.636,5.36,459
"2104df8a-5f24-4655-9b02-016b06ebe984",59.579,4.52,387
"2104df8a-5f24-4655-9b02-016b06ebe984",54.321,4.52,387
"2104df8a-5f24-4655-9b02-016b06ebe984",51.058,4.52,387
"21956344-7eef-4282-872a-f01dede41b20",60.221,4.21,360
"21956344-7eef-4282-872a-f01dede41b20",55.88,4.21,360
"21956344-7eef-4282-872a-f01dede41b20",41.755,4.21,360
"21f7ed9e-d3fa-4091-894c-b089f92520f3",32.283,3.89,333
"21f7ed9e-d3fa-4091-894c-b089f92520f3",31.855,3.89,333
"21f7ed9e-d3fa-4091-894c-b089f92520f3",36.776,3.89,333
"22466610-caa5-4776-ae2e-523a985000d2",66.807,3.89,333
"22466610-caa5-4776-ae2e-523a985000d2",54.507,3.89,333
"22466610-caa5-4776-ae2e-523a985000d2",40.122,3.89,333
"227a5739-8f7f-45e2-9ebf-8502e391581f",53.57,5.15,441
"227a5739-8f7f-45e2-9ebf-8502e391581f",56.718,5.15,441
"227a5739-8f7f-45e2-9ebf-8502e391581f",55.332,5.15,441
"2286ba0d-c0ad-4f1b-8a85-c95f588c2edd",54.841,4.73,405
"2286ba0d-c0ad-4f1b-8a85-c95f588c2edd",52.49,4.73,405
"2286ba0d-c0ad-4f1b-8a85-c95f588c2edd",56.225,4.73,405
"2291d56b-2586-4fb3-84b1-c8b372210421",64.94,3.79,324
"2291d56b-2586-4fb3-84b1-c8b372210421",66.883,3.79,324
"2291d56b-2586-4fb3-84b1-c8b372210421",51.685,3.79,324
"2328e1d3-93a9-44ab-ba2b-c9d953c25532",28.585,4.1,351
"2328e1d3-93a9-44ab-ba2b-c9d953c25532",61.927,4.1,351
"2328e1d3-93a9-44ab-ba2b-c9d953c25532",40.987,4.1,351
"233748e0-52e6-4460-9b40-e015e43f5442",38.02,3.68,315
"233748e0-52e6-4460-9b40-e015e43f5442",34.083,3.68,315
"233748e0-52e6-4460-9b40-e015e43f5442",34.839,3.68,315
"237a3091-a492-4b9e-a297-bc5cf0cdd1db",35.487,5.47,468
"237a3091-a492-4b9e-a297-bc5cf0cdd1db",52.653,5.47,468
"237a3091-a492-4b9e-a297-bc5cf0cdd1db",63.582,5.47,468
"237b6ddc-7c45-4857-9688-96c31ad99db9",43.569,4.1,351
"237b6ddc-7c45-4857-9688-96c31ad99db9",39.679,4.1,351
"237b6ddc-7c45-4857-9688-96c31ad99db9",49.638,4.1,351
"23ab9642-aaa1-41ab-a611-0e585cdc1001",35.75,5.47,468
"23ab9642-aaa1-41ab-a611-0e585cdc1001",33.602,5.47,468
"23ab9642-aaa1-41ab-a611-0e585cdc1001",34.285,5.47,468
"243a62c2-a794-4cba-9161-0bb6355d6ce5",62.72,3.68,315
"243a62c2-a794-4cba-9161-0bb6355d6ce5",62.208,3.68,315
"243a62c2-a794-4cba-9161-0bb6355d6ce5",63.106,3.68,315
"2462cc09-bd25-4590-9894-f7101da57974",44.686,4.52,387
"2462cc09-bd25-4590-9894-f7101da57974",42.736,4.52,387
"2462cc09-bd25-4590-9894-f7101da57974",42.149,4.52,387
"24729c1d-51ad-4b06-a030-d285e24ebce0",58.425,4.1,351
"24729c1d-51ad-4b06-a030-d285e24ebce0",57.882,4.1,351
"24729c1d-51ad-4b06-a030-d285e24ebce0",59.424,4.1,351
"24a059d9-7d7e-4350-9006-61bcf97f716e",47.679,3.79,324
"24a059d9-7d7e-4350-9006-61bcf97f716e",48.131,3.79,324
"24a059d9-7d7e-4350-9006-61bcf97f716e",50.821,3.79,324
"24f25b45-9637-469c-b2cf-96a1c134ea92",42.548,6.73,576
"24f25b45-9637-469c-b2cf-96a1c134ea92",40.789,6.73,576
"24f25b45-9637-469c-b2cf-96a1c134ea92",41.387,6.73,576
"258b38db-6bd8-4f00-91a5-be5f9f062813",42.18,4.1,351
"258b38db-6bd8-4f00-91a5-be5f9f062813",41.786,4.1,351
"258b38db-6bd8-4f00-91a5-be5f9f062813",41.065,4.1,351
"25aaeabb-b5b8-470c-ae53-e4bb13099a9e",63.981,4.42,378
"25aaeabb-b5b8-470c-ae53-e4bb13099a9e",61.628,4.42,378
"25aaeabb-b5b8-470c-ae53-e4bb13099a9e",61.12,4.42,378
"25c4112f-36e0-446a-9695-8c0c59f2300b",60.484,3.36,288
"25c4112f-36e0-446a-9695-8c0c59f2300b",39.787,3.36,288
"25c4112f-36e0-446a-9695-8c0c59f2300b",56.725,3.36,288
"25d81f19-8f5d-4c79-98d2-ab7397307b87",46.586,4.1,351
"25d81f19-8f5d-4c79-98d2-ab7397307b87",51.119,4.1,351
"25d81f19-8f5d-4c79-98d2-ab7397307b87",49.056,4.1,351
"25fff7e3-e279-4919-bdc2-52e8aa0bb4f7",61.684,3.57,306
"25fff7e3-e279-4919-bdc2-52e8aa0bb4f7",59.879,3.57,306
"25fff7e3-e279-4919-bdc2-52e8aa0bb4f7",61.5,3.57,306
"262e6b68-b507-4aa8-925c-faa7c87865e2",41.315,5.26,450
"262e6b68-b507-4aa8-925c-faa7c87865e2",51.355,5.26,450
"262e6b68-b507-4aa8-925c-faa7c87865e2",43.112,5.26,450
"2664ef12-3c5d-4881-b173-291476040b47",59.374,5.15,441
"2664ef12-3c5d-4881-b173-291476040b47",60.87,5.15,441
"2664ef12-3c5d-4881-b173-291476040b47",59.599,5.15,441
"26780d58-7a40-4f44-b0bc-08426e061e3d",55.117,3.79,324
"26780d58-7a40-4f44-b0bc-08426e061e3d",48.072,3.79,324
"26780d58-7a40-4f44-b0bc-08426e061e3d",46.926,3.79,324
"26a1b392-ec18-4683-9603-d116cca470f2",26.516,4.42,378
"26a1b392-ec18-4683-9603-d116cca470f2",54.482,4.42,378
"26a1b392-ec18-4683-9603-d116cca470f2",52.76,4.42,378
"26a33bf8-f960-40fc-a6d0-5315c25ca951",40.539,5.26,450
"26a33bf8-f960-40fc-a6d0-5315c25ca951",40.309,5.26,450
"26a33bf8-f960-40fc-a6d0-5315c25ca951",45,5.26,450
"26dcc9ee-9a2e-489e-a25f-37defd8636b3",50.095,3.36,288
"26dcc9ee-9a2e-489e-a25f-37defd8636b3",41.629,3.36,288
"26dcc9ee-9a2e-489e-a25f-37defd8636b3",43.597,3.36,288
"26e0affd-70d2-4a61-b127-e66d45bc1730",37.154,4.1,351
"26e0affd-70d2-4a61-b127-e66d45bc1730",36.076,4.1,351
"26e0affd-70d2-4a61-b127-e66d45bc1730",36.01,4.1,351
"27787d55-0368-4892-abda-e0bad67d4f58",51.545,4.52,387
"27787d55-0368-4892-abda-e0bad67d4f58",56.98,4.52,387
"27787d55-0368-4892-abda-e0bad67d4f58",51.513,4.52,387
"27f2a33f-8b75-453c-8fdb-6114b12541ff",56.482,4.63,396
"27f2a33f-8b75-453c-8fdb-6114b12541ff",44.73,4.63,396
"27f2a33f-8b75-453c-8fdb-6114b12541ff",47.754,4.63,396
"285a6bf8-9b10-49ab-8d56-5a62545f0ede",35.206,5.99,513
"285a6bf8-9b10-49ab-8d56-5a62545f0ede",40.505,5.99,513
"285a6bf8-9b10-49ab-8d56-5a62545f0ede",39.821,5.99,513
"2866464f-0217-459a-85e4-19d68ecda1b5",53.717,3.79,324
"2866464f-0217-459a-85e4-19d68ecda1b5",50.887,3.79,324
"2866464f-0217-459a-85e4-19d68ecda1b5",50.66,3.79,324
"28cf1e23-d365-4549-b40c-a158f08d0360",54.908,3.68,315
"28cf1e23-d365-4549-b40c-a158f08d0360",53.942,3.68,315
"28cf1e23-d365-4549-b40c-a158f08d0360",52.912,3.68,315
"28e36813-20e1-40ac-9bfb-19be98fcdab0",25.422,3.26,279
"28e36813-20e1-40ac-9bfb-19be98fcdab0",25.69,3.26,279
"28e36813-20e1-40ac-9bfb-19be98fcdab0",38.857,3.26,279
"28e466ca-6e08-44ee-baef-e9df19c1a0d5",53.713,4.52,387
"28e466ca-6e08-44ee-baef-e9df19c1a0d5",54.415,4.52,387
"28e466ca-6e08-44ee-baef-e9df19c1a0d5",62.814,4.52,387
"290a3aee-272e-4462-8479-9e90cde2ce87",47.392,4,342
"290a3aee-272e-4462-8479-9e90cde2ce87",43.314,4,342
"290a3aee-272e-4462-8479-9e90cde2ce87",40.921,4,342
"293ebc75-992a-42cd-ac9c-fd432990ace6",29.879,2,171
"293ebc75-992a-42cd-ac9c-fd432990ace6",48.025,2,171
"293ebc75-992a-42cd-ac9c-fd432990ace6",60.815,2,171
"29cc03b0-300b-4d3b-b4b8-644fd012798f",51.514,3.79,324
"29cc03b0-300b-4d3b-b4b8-644fd012798f",47.114,3.79,324
"29cc03b0-300b-4d3b-b4b8-644fd012798f",47.114,3.79,324
"29d4d462-3ab1-4543-8e38-07d601ac5e71",40.669,4.21,360
"29d4d462-3ab1-4543-8e38-07d601ac5e71",43.599,4.21,360
"29d4d462-3ab1-4543-8e38-07d601ac5e71",41.058,4.21,360
"29e41ca0-f6c9-499d-8685-78cdaab7f3d7",56.223,4.63,396
"29e41ca0-f6c9-499d-8685-78cdaab7f3d7",55.889,4.63,396
"29e41ca0-f6c9-499d-8685-78cdaab7f3d7",56.389,4.63,396
"2a37a250-1958-4cf4-bc3a-132d5ba2bff7",42.678,3.79,324
"2a37a250-1958-4cf4-bc3a-132d5ba2bff7",46.423,3.79,324
"2a37a250-1958-4cf4-bc3a-132d5ba2bff7",47.194,3.79,324
"2a6ee495-04b5-4fe2-a06a-7162d11f3428",36.495,5.36,459
"2a6ee495-04b5-4fe2-a06a-7162d11f3428",38.581,5.36,459
"2a6ee495-04b5-4fe2-a06a-7162d11f3428",38.441,5.36,459
"2a7df455-a64f-4d04-9a20-98e9a883431d",44.583,3.68,315
"2a7df455-a64f-4d04-9a20-98e9a883431d",38.524,3.68,315
"2a7df455-a64f-4d04-9a20-98e9a883431d",40.97,3.68,315
"2af17d6c-f287-4e7b-b8e2-e351bd0f50a2",56.871,3.36,288
"2af17d6c-f287-4e7b-b8e2-e351bd0f50a2",37.753,3.36,288
"2af17d6c-f287-4e7b-b8e2-e351bd0f50a2",49.882,3.36,288
"2b15aad5-085c-416f-a4e7-826caec7d952",46.578,5.36,459
"2b15aad5-085c-416f-a4e7-826caec7d952",44.175,5.36,459
"2b15aad5-085c-416f-a4e7-826caec7d952",44.474,5.36,459
"2b304c1d-fb9f-402c-9802-b0b60f1d5a7a",66.626,5.15,441
"2b304c1d-fb9f-402c-9802-b0b60f1d5a7a",49.996,5.15,441
"2b304c1d-fb9f-402c-9802-b0b60f1d5a7a",49.137,5.15,441
"2b429bad-ecb5-4863-9179-0b4e74821b2c",32.35,4.1,351
"2b429bad-ecb5-4863-9179-0b4e74821b2c",30.77,4.1,351
"2b429bad-ecb5-4863-9179-0b4e74821b2c",24.865,4.1,351
"2bbbfe56-437a-4f29-a308-19ada1cbe6d0",33.832,5.26,450
"2bbbfe56-437a-4f29-a308-19ada1cbe6d0",32.879,5.26,450
"2bbbfe56-437a-4f29-a308-19ada1cbe6d0",36.773,5.26,450
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",48.724,5.27,451
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",46.764,5.27,451
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",43.645,5.27,451
"2c0cb713-4d20-40cf-a0e8-cffb3dbaa98c",51.199,4.42,378
"2c0cb713-4d20-40cf-a0e8-cffb3dbaa98c",60.913,4.42,378
"2c0cb713-4d20-40cf-a0e8-cffb3dbaa98c",63.17,4.42,378
"2c28e646-7c88-4a31-8c30-a8b0ec497182",55.997,5.26,450
"2c28e646-7c88-4a31-8c30-a8b0ec497182",37.536,5.26,450
"2c28e646-7c88-4a31-8c30-a8b0ec497182",38.897,5.26,450
"2c53c733-3078-4af2-95d1-db8778ecceaa",49.954,5.68,486
"2c53c733-3078-4af2-95d1-db8778ecceaa",51.816,5.68,486
"2c53c733-3078-4af2-95d1-db8778ecceaa",52.624,5.68,486
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",41.59,3.36,288
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",44.262,3.36,288
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",41.379,3.36,288
"2cda81f4-896d-49b5-8028-76c21c9fc4c3",46.252,4.63,396
"2cda81f4-896d-49b5-8028-76c21c9fc4c3",47.573,4.63,396
"2cda81f4-896d-49b5-8028-76c21c9fc4c3",46.472,4.63,396
"2d139310-fe58-4ccc-a5a7-71f1781be40a",46.667,3.68,315
"2d139310-fe58-4ccc-a5a7-71f1781be40a",44.056,3.68,315
"2d139310-fe58-4ccc-a5a7-71f1781be40a",42.114,3.68,315
"2dac0c22-f9ab-4f7e-a373-be81b4534035",61.687,5.15,441
"2dac0c22-f9ab-4f7e-a373-be81b4534035",58.706,5.15,441
"2dac0c22-f9ab-4f7e-a373-be81b4534035",59.061,5.15,441
"2dbd0c39-8c50-4374-aeba-4bc599316b51",50.722,3.68,315
"2dbd0c39-8c50-4374-aeba-4bc599316b51",59.857,3.68,315
"2dbd0c39-8c50-4374-aeba-4bc599316b51",58.949,3.68,315
"2dca09fd-6f91-43bb-894e-981889ac7fbd",37.684,3.89,333
"2dca09fd-6f91-43bb-894e-981889ac7fbd",37.352,3.89,333
"2dca09fd-6f91-43bb-894e-981889ac7fbd",39.075,3.89,333
"2de02849-8b8e-45f9-a4d0-a8de753c94fd",55.965,3.57,306
"2de02849-8b8e-45f9-a4d0-a8de753c94fd",43.622,3.57,306
"2de02849-8b8e-45f9-a4d0-a8de753c94fd",53.805,3.57,306
"2e099668-3e71-4549-9f81-365be79e4d38",45.774,3.79,324
"2e099668-3e71-4549-9f81-365be79e4d38",46.27,3.79,324
"2e099668-3e71-4549-9f81-365be79e4d38",43.708,3.79,324
"2eafcef1-fab7-485a-92eb-64ae7917b306",36.2,4.42,378
"2eafcef1-fab7-485a-92eb-64ae7917b306",35.871,4.42,378
"2eafcef1-fab7-485a-92eb-64ae7917b306",34.63,4.42,378
"2ec01fc4-ed4c-4d9c-acf1-638086cbd444",25.397,4.42,378
"2ec01fc4-ed4c-4d9c-acf1-638086cbd444",44.43,4.42,378
"2ec01fc4-ed4c-4d9c-acf1-638086cbd444",43.342,4.42,378
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",27.92,4.42,378
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",42.049,4.42,378
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",47.903,4.42,378
"2ef56f84-b4d9-4190-a672-46e2008ffb13",25.073,3.36,288
"2ef56f84-b4d9-4190-a672-46e2008ffb13",26.354,3.36,288
"2ef56f84-b4d9-4190-a672-46e2008ffb13",43.198,3.36,288
"2f04de9d-42e0-4806-b2b7-62dc1993160a",57.84,2.94,252
"2f04de9d-42e0-4806-b2b7-62dc1993160a",58.839,2.94,252
"2f04de9d-42e0-4806-b2b7-62dc1993160a",57.596,2.94,252
"2f392546-4203-4f7f-b72a-102ba5886d7e",38.701,5.99,513
"2f392546-4203-4f7f-b72a-102ba5886d7e",38.033,5.99,513
"2f392546-4203-4f7f-b72a-102ba5886d7e",36.453,5.99,513
"2f44bf11-7e6e-4b1c-aae7-13de9e3873c4",42.792,6.1,522
"2f44bf11-7e6e-4b1c-aae7-13de9e3873c4",41.511,6.1,522
"2f44bf11-7e6e-4b1c-aae7-13de9e3873c4",42.569,6.1,522
"2f45176f-8899-49b0-961d-05de4940ca7d",42.519,4,342
"2f45176f-8899-49b0-961d-05de4940ca7d",40.661,4,342
"2f45176f-8899-49b0-961d-05de4940ca7d",41.875,4,342
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",55.153,4.73,405
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",46.651,4.73,405
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",39.791,4.73,405
"2f6f1afb-303e-425e-b9ff-8115e1d79735",44.129,5.26,450
"2f6f1afb-303e-425e-b9ff-8115e1d79735",55.909,5.26,450
"2f6f1afb-303e-425e-b9ff-8115e1d79735",55.819,5.26,450
"2fc1490b-b31b-4d8b-a58b-51e0766efed7",42.115,4,342
"2fc1490b-b31b-4d8b-a58b-51e0766efed7",34.291,4,342
"2fc1490b-b31b-4d8b-a58b-51e0766efed7",33.588,4,342
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",41.569,4.1,351
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",43.89,4.1,351
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",41.066,4.1,351
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",49.252,4.63,396
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",46.079,4.63,396
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",47.377,4.63,396
"30142a11-872b-4be3-a86e-937b1e9faf09",53.684,3.47,297
"30142a11-872b-4be3-a86e-937b1e9faf09",49.966,3.47,297
"30142a11-872b-4be3-a86e-937b1e9faf09",43.794,3.47,297
"3037ab42-1082-4f33-bbfd-513ccc370635",53.064,4.52,387
"3037ab42-1082-4f33-bbfd-513ccc370635",50.817,4.52,387
"3037ab42-1082-4f33-bbfd-513ccc370635",57.795,4.52,387
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",45.075,6.52,558
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",52.163,6.52,558
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",50.879,6.52,558
"307cc92c-32eb-4112-8e5e-0cba9850efc6",39.876,5.15,441
"307cc92c-32eb-4112-8e5e-0cba9850efc6",40.113,5.15,441
"307cc92c-32eb-4112-8e5e-0cba9850efc6",40.225,5.15,441
"31062d4e-1757-493a-8a9f-2996c5159a34",47.697,3.68,315
"31062d4e-1757-493a-8a9f-2996c5159a34",45.397,3.68,315
"31062d4e-1757-493a-8a9f-2996c5159a34",52.931,3.68,315
"310c97ea-a2c5-4285-b688-01e887f23705",44.809,5.68,486
"310c97ea-a2c5-4285-b688-01e887f23705",39.67,5.68,486
"310c97ea-a2c5-4285-b688-01e887f23705",37.275,5.68,486
"31168c08-c48f-4aa0-9e20-ff30b8be532e",36.933,4.21,360
"31168c08-c48f-4aa0-9e20-ff30b8be532e",34.876,4.21,360
"31168c08-c48f-4aa0-9e20-ff30b8be532e",35.553,4.21,360
"315bb019-f567-47ba-986d-7091987bb185",41.488,4.42,378
"315bb019-f567-47ba-986d-7091987bb185",37.021,4.42,378
"315bb019-f567-47ba-986d-7091987bb185",38.297,4.42,378
"31681693-1e61-4018-a766-e9e4e5748c06",43.362,2.21,189
"31681693-1e61-4018-a766-e9e4e5748c06",55.666,2.21,189
"31681693-1e61-4018-a766-e9e4e5748c06",60.579,2.21,189
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",10.67,10.51,900
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",15.726,10.51,900
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",25.839,10.51,900
"326d2c22-53a0-4b48-a050-d729db57ceb6",49.133,4.63,396
"326d2c22-53a0-4b48-a050-d729db57ceb6",48.179,4.63,396
"326d2c22-53a0-4b48-a050-d729db57ceb6",48.78,4.63,396
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",61.052,3.05,261
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",59.847,3.05,261
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",60.172,3.05,261
"32c89b30-063c-4aa4-ae5a-8f6237995faf",58.57,3.36,288
"32c89b30-063c-4aa4-ae5a-8f6237995faf",57.315,3.36,288
"32c89b30-063c-4aa4-ae5a-8f6237995faf",40.833,3.36,288
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",49.669,4.52,387
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",49.063,4.52,387
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",48.93,4.52,387
"333719f9-1539-494e-a97c-2f4d65aba3a4",50.963,4.42,378
"333719f9-1539-494e-a97c-2f4d65aba3a4",43.835,4.42,378
"333719f9-1539-494e-a97c-2f4d65aba3a4",49.727,4.42,378
"33441493-610c-4a82-947f-fa434561b0b5",50.11,5.26,450
"33441493-610c-4a82-947f-fa434561b0b5",46.008,5.26,450
"33441493-610c-4a82-947f-fa434561b0b5",43.614,5.26,450
"33e08e16-eec5-4563-99fd-87de9ca97b05",31.81,5.15,441
"33e08e16-eec5-4563-99fd-87de9ca97b05",33.15,5.15,441
"33e08e16-eec5-4563-99fd-87de9ca97b05",44.945,5.15,441
"340b0a18-c093-4466-9008-8544fca3a1c5",29.561,2.42,207
"340b0a18-c093-4466-9008-8544fca3a1c5",24.988,2.42,207
"340b0a18-c093-4466-9008-8544fca3a1c5",23.91,2.42,207
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",38.945,4,342
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",39.309,4,342
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",42.547,4,342
"3430b5fb-a5a5-405a-bcde-4840b07190c4",64.188,3.68,315
"3430b5fb-a5a5-405a-bcde-4840b07190c4",64.434,3.68,315
"3430b5fb-a5a5-405a-bcde-4840b07190c4",66.03,3.68,315
"3440426c-0e98-4530-92cc-b3c6f6f13b48",54.473,4.52,387
"3440426c-0e98-4530-92cc-b3c6f6f13b48",53.808,4.52,387
"3440426c-0e98-4530-92cc-b3c6f6f13b48",53.908,4.52,387
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",46.564,5.05,432
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",43.55,5.05,432
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",44.297,5.05,432
"34ab9dd3-558a-4d61-9b62-b19c0655bb35",54.628,4.1,351
