"uuid","viewDistance","px2mm","cardWidthPx"
"7f0d5357-40ab-4efe-b0ac-3faff2ddbac9",57.831,4.52,387
"7f707995-a799-40cd-8c71-b6141ce7728a",51.128,4.1,351
"7f707995-a799-40cd-8c71-b6141ce7728a",47.904,4.1,351
"7f707995-a799-40cd-8c71-b6141ce7728a",53.798,4.1,351
"7fbbe2fd-1a63-488b-a0af-82051bf19210",39.508,4.1,351
"7fbbe2fd-1a63-488b-a0af-82051bf19210",54.696,4.1,351
"7fbbe2fd-1a63-488b-a0af-82051bf19210",45.376,4.1,351
"7fce5378-08fb-48da-b67b-295ec309307f",51.3,5.26,450
"7fce5378-08fb-48da-b67b-295ec309307f",45.447,5.26,450
"7fce5378-08fb-48da-b67b-295ec309307f",39.51,5.26,450
"7fdc8a08-a1bf-4ce5-b4ad-26fc87ba7329",55.035,3.89,333
"7fdc8a08-a1bf-4ce5-b4ad-26fc87ba7329",59.242,3.89,333
"7fdc8a08-a1bf-4ce5-b4ad-26fc87ba7329",42.741,3.89,333
"8005458c-3579-4b4f-9422-646ad443af9a",53.177,3.57,306
"8005458c-3579-4b4f-9422-646ad443af9a",49.562,3.57,306
"8005458c-3579-4b4f-9422-646ad443af9a",54.568,3.57,306
"806a4513-7622-4db0-83f5-802c72461cb4",54.523,4.31,369
"806a4513-7622-4db0-83f5-802c72461cb4",53.646,4.31,369
"806a4513-7622-4db0-83f5-802c72461cb4",54.317,4.31,369
"80812a10-4f97-43d7-a0f0-cd0a32610757",36.871,5.26,450
"80812a10-4f97-43d7-a0f0-cd0a32610757",27.052,5.26,450
"80812a10-4f97-43d7-a0f0-cd0a32610757",28.417,5.26,450
"80d34e96-4d0e-4dc6-a684-094f48c8a55a",58.167,4,342
"80d34e96-4d0e-4dc6-a684-094f48c8a55a",58.016,4,342
"80d34e96-4d0e-4dc6-a684-094f48c8a55a",58.192,4,342
"80fb0cec-7228-46ac-b254-8b47375cf5eb",50.048,4.21,360
"80fb0cec-7228-46ac-b254-8b47375cf5eb",52.782,4.21,360
"80fb0cec-7228-46ac-b254-8b47375cf5eb",47.536,4.21,360
"8184241a-8cb7-4918-8654-a1c65f7cc078",24.468,3.79,324
"8184241a-8cb7-4918-8654-a1c65f7cc078",48.705,3.79,324
"8184241a-8cb7-4918-8654-a1c65f7cc078",56.228,3.79,324
"81ab9669-e611-4a70-877a-09738541964d",52.468,4.1,351
"81ab9669-e611-4a70-877a-09738541964d",49.772,4.1,351
"81ab9669-e611-4a70-877a-09738541964d",50.618,4.1,351
"8218ddc3-5177-434a-8be1-fd1e4826cfd1",43.038,5.47,468
"8218ddc3-5177-434a-8be1-fd1e4826cfd1",40.693,5.47,468
"8218ddc3-5177-434a-8be1-fd1e4826cfd1",41.782,5.47,468
"823d9d12-9e18-4277-a31a-73b706a77317",35.346,4.63,396
"823d9d12-9e18-4277-a31a-73b706a77317",41.94,4.63,396
"823d9d12-9e18-4277-a31a-73b706a77317",52.197,4.63,396
"82f3b0e4-4a50-4c6b-86e9-9aaf1cf1d2c4",60.096,4.52,387
"82f3b0e4-4a50-4c6b-86e9-9aaf1cf1d2c4",65.213,4.52,387
"82f3b0e4-4a50-4c6b-86e9-9aaf1cf1d2c4",64.592,4.52,387
"830c33eb-db6d-49cc-a5e6-93b088b94f34",43.641,5.36,459
"830c33eb-db6d-49cc-a5e6-93b088b94f34",42.248,5.36,459
"830c33eb-db6d-49cc-a5e6-93b088b94f34",44.729,5.36,459
"831fb6ea-4539-4a08-ba8a-f06caf258b8d",36.92,5.26,450
"831fb6ea-4539-4a08-ba8a-f06caf258b8d",28.268,5.26,450
"831fb6ea-4539-4a08-ba8a-f06caf258b8d",48.777,5.26,450
"83c58e24-9b4d-4fdc-baac-e01d877ba0f0",43.509,4,342
"83c58e24-9b4d-4fdc-baac-e01d877ba0f0",45.264,4,342
"83c58e24-9b4d-4fdc-baac-e01d877ba0f0",42.644,4,342
"8409e089-422d-4c39-9074-ad28e7eb21cf",31.963,4.52,387
"8409e089-422d-4c39-9074-ad28e7eb21cf",34.224,4.52,387
"8409e089-422d-4c39-9074-ad28e7eb21cf",32.447,4.52,387
"842fe54e-5ecf-45a8-b223-c5fb00d42108",52.749,4,342
"842fe54e-5ecf-45a8-b223-c5fb00d42108",47.072,4,342
"842fe54e-5ecf-45a8-b223-c5fb00d42108",47.993,4,342
"844e5d27-117e-43c8-adfd-320c86384c35",20.416,6.31,540
"844e5d27-117e-43c8-adfd-320c86384c35",21.07,6.31,540
"844e5d27-117e-43c8-adfd-320c86384c35",19.868,6.31,540
"846009f3-0860-4dd6-b797-061100be433f",45.167,5.15,441
"846009f3-0860-4dd6-b797-061100be433f",44.617,5.15,441
"846009f3-0860-4dd6-b797-061100be433f",45.01,5.15,441
"848a232d-0ee3-4063-82dc-b8f7f2ad91c7",37.728,5.15,441
"848a232d-0ee3-4063-82dc-b8f7f2ad91c7",43.436,5.15,441
"848a232d-0ee3-4063-82dc-b8f7f2ad91c7",43.325,5.15,441
"84d58425-da66-4401-9f8d-d7755eb8466b",42.043,4.73,405
"84d58425-da66-4401-9f8d-d7755eb8466b",61.211,4.73,405
"84d58425-da66-4401-9f8d-d7755eb8466b",63.172,4.73,405
"84e21902-019e-46ac-8182-24df861563b9",43.075,4.63,396
"84e21902-019e-46ac-8182-24df861563b9",42.437,4.63,396
"84e21902-019e-46ac-8182-24df861563b9",37.174,4.63,396
"8573b800-5574-4d6b-9542-424fb88ee27f",57.904,5.26,450
"8573b800-5574-4d6b-9542-424fb88ee27f",61.12,5.26,450
"8573b800-5574-4d6b-9542-424fb88ee27f",52.677,5.26,450
"85ccefa9-17df-4af1-b7dc-5c7694e57506",54.328,3.89,333
"85ccefa9-17df-4af1-b7dc-5c7694e57506",55.239,3.89,333
"85ccefa9-17df-4af1-b7dc-5c7694e57506",62.302,3.89,333
"85d33d08-cd85-407d-a0f6-0aedb050fe10",58.898,4.52,387
"85d33d08-cd85-407d-a0f6-0aedb050fe10",57.583,4.52,387
"85d33d08-cd85-407d-a0f6-0aedb050fe10",55.585,4.52,387
"874bd977-37f9-4105-ad26-92c1fea0cf40",48.793,6.62,567
"874bd977-37f9-4105-ad26-92c1fea0cf40",44.752,6.62,567
"874bd977-37f9-4105-ad26-92c1fea0cf40",44.476,6.62,567
"87554008-1a5b-4fd4-8cce-8f360f3711bc",67.848,4,342
"87554008-1a5b-4fd4-8cce-8f360f3711bc",67.859,4,342
"87554008-1a5b-4fd4-8cce-8f360f3711bc",66.173,4,342
"87918435-35d9-455d-8cb2-d7bf91b09628",40.561,4.1,351
"87918435-35d9-455d-8cb2-d7bf91b09628",38.627,4.1,351
"87918435-35d9-455d-8cb2-d7bf91b09628",40.423,4.1,351
"87c9c69a-4b5d-4734-a9b9-af5b4f4ca5b9",49.413,4.21,360
"87c9c69a-4b5d-4734-a9b9-af5b4f4ca5b9",46.208,4.21,360
"87c9c69a-4b5d-4734-a9b9-af5b4f4ca5b9",44.753,4.21,360
"87eef245-5766-4c3b-8125-7935e9b49ca4",47.443,4.1,351
"87eef245-5766-4c3b-8125-7935e9b49ca4",39.424,4.1,351
"87eef245-5766-4c3b-8125-7935e9b49ca4",36.51,4.1,351
"8806f685-635e-4bca-8573-227eb51bb894",43.076,5.15,441
"8806f685-635e-4bca-8573-227eb51bb894",41.79,5.15,441
"8806f685-635e-4bca-8573-227eb51bb894",42.079,5.15,441
"882270ee-2808-4362-8c2e-54467595950c",27.738,4.63,396
"882270ee-2808-4362-8c2e-54467595950c",27.578,4.63,396
"882270ee-2808-4362-8c2e-54467595950c",34.393,4.63,396
"882a12a6-9a80-4817-9fa5-47110ac3685a",44.916,4.1,351
"882a12a6-9a80-4817-9fa5-47110ac3685a",45.137,4.1,351
"882a12a6-9a80-4817-9fa5-47110ac3685a",42.45,4.1,351
"8836049f-fe9b-4d6f-a6e0-8e4d8ba7c129",56.177,5.05,432
"8836049f-fe9b-4d6f-a6e0-8e4d8ba7c129",55.861,5.05,432
"8836049f-fe9b-4d6f-a6e0-8e4d8ba7c129",55.769,5.05,432
"88482537-41b2-44af-b821-55176765c9c6",55.574,5.15,441
"88482537-41b2-44af-b821-55176765c9c6",54.727,5.15,441
"88482537-41b2-44af-b821-55176765c9c6",55.815,5.15,441
"884fa474-00e6-4e91-a142-aa9b4362f5eb",52.682,4.84,414
"884fa474-00e6-4e91-a142-aa9b4362f5eb",56.067,4.84,414
"884fa474-00e6-4e91-a142-aa9b4362f5eb",49.249,4.84,414
"885db1f7-28a3-4919-8191-34ba465305ea",57.927,4.1,351
"885db1f7-28a3-4919-8191-34ba465305ea",54.717,4.1,351
"885db1f7-28a3-4919-8191-34ba465305ea",57.64,4.1,351
"88c32dc5-95c2-4b22-8d42-feeeded668f7",60.495,4.1,351
"88c32dc5-95c2-4b22-8d42-feeeded668f7",61.805,4.1,351
"88c32dc5-95c2-4b22-8d42-feeeded668f7",59.88,4.1,351
"88cc1e38-7674-49c7-9e9c-dca305755037",38.186,5.15,441
"88cc1e38-7674-49c7-9e9c-dca305755037",44.173,5.15,441
"88cc1e38-7674-49c7-9e9c-dca305755037",38.274,5.15,441
"88e93131-35f6-4d52-8aee-62cd7c60c3f0",37.73,4.52,387
"88e93131-35f6-4d52-8aee-62cd7c60c3f0",45.444,4.52,387
"88e93131-35f6-4d52-8aee-62cd7c60c3f0",47.058,4.52,387
"8991f05c-bb15-4d08-a4f7-b1c714e37d2d",53.883,4.31,369
"8991f05c-bb15-4d08-a4f7-b1c714e37d2d",50.491,4.31,369
"8991f05c-bb15-4d08-a4f7-b1c714e37d2d",50.173,4.31,369
"89cdb19e-2ce1-4aa9-866f-87a223897c61",56.486,5.26,450
"89cdb19e-2ce1-4aa9-866f-87a223897c61",62.998,5.26,450
"89cdb19e-2ce1-4aa9-866f-87a223897c61",27.573,5.26,450
"89d78568-fb10-49fb-b6a1-66af3b557040",44.237,4.1,351
"89d78568-fb10-49fb-b6a1-66af3b557040",43.911,4.1,351
"89d78568-fb10-49fb-b6a1-66af3b557040",44.065,4.1,351
"89f08f00-3156-40bf-8c84-5269df2c4a54",26.345,5.15,441
"89f08f00-3156-40bf-8c84-5269df2c4a54",26.286,5.15,441
"89f08f00-3156-40bf-8c84-5269df2c4a54",26.282,5.15,441
"89f16bf3-5dc8-4200-8cf9-a480cd948232",49.98,4.52,387
"89f16bf3-5dc8-4200-8cf9-a480cd948232",48.61,4.52,387
"89f16bf3-5dc8-4200-8cf9-a480cd948232",50.389,4.52,387
"8a192e4f-11f0-4bac-b10f-54e31d2841c4",53.51,4.1,351
"8a192e4f-11f0-4bac-b10f-54e31d2841c4",52.713,4.1,351
"8a192e4f-11f0-4bac-b10f-54e31d2841c4",54.434,4.1,351
"8a53053e-cd43-4028-8554-4522010982fb",42.12,4.95,842.06
"8a53053e-cd43-4028-8554-4522010982fb",42.002,4.95,842.06
"8a53053e-cd43-4028-8554-4522010982fb",47.336,4.95,842.06
"8a5d26d3-54cb-49cd-baa5-34d45cfc11a3",53.691,3.68,315
"8a5d26d3-54cb-49cd-baa5-34d45cfc11a3",54.183,3.68,315
"8a5d26d3-54cb-49cd-baa5-34d45cfc11a3",52.715,3.68,315
"8a671f3e-6b5f-442b-994b-5b0019d3f197",48.513,3.89,333
"8a671f3e-6b5f-442b-994b-5b0019d3f197",49.139,3.89,333
"8a671f3e-6b5f-442b-994b-5b0019d3f197",46.512,3.89,333
"8ad42e70-37fd-4426-9d0e-5e51930d553d",47.076,4.52,387
"8ad42e70-37fd-4426-9d0e-5e51930d553d",38.386,4.52,387
"8ad42e70-37fd-4426-9d0e-5e51930d553d",51.321,4.52,387
"8ae405a1-16b8-4cee-839e-bccde41c6b17",48.229,5.36,459
"8ae405a1-16b8-4cee-839e-bccde41c6b17",47.739,5.36,459
"8ae405a1-16b8-4cee-839e-bccde41c6b17",47.78,5.36,459
"8b30ca4a-2a08-482c-b243-caecfbe3b07d",58.261,4,342
"8b30ca4a-2a08-482c-b243-caecfbe3b07d",60.785,4,342
"8b30ca4a-2a08-482c-b243-caecfbe3b07d",62.883,4,342
"8b478b42-bc37-4485-9626-6acaea367567",45.888,3.68,315
"8b478b42-bc37-4485-9626-6acaea367567",42.827,3.68,315
"8b478b42-bc37-4485-9626-6acaea367567",48.23,3.68,315
"8bb1c208-204f-4f51-afe7-516cdecb7048",58.866,4.94,423
"8bb1c208-204f-4f51-afe7-516cdecb7048",56.947,4.94,423
"8bb1c208-204f-4f51-afe7-516cdecb7048",57.88,4.94,423
"8be1e081-abcf-4ad1-b687-e583f6ef5b8d",51.493,4.1,351
"8be1e081-abcf-4ad1-b687-e583f6ef5b8d",48.791,4.1,351
"8be1e081-abcf-4ad1-b687-e583f6ef5b8d",51.722,4.1,351
"8be7accc-584f-4ef1-9e20-ccbec09fb0ed",42.613,3.57,306
"8be7accc-584f-4ef1-9e20-ccbec09fb0ed",53.088,3.57,306
"8be7accc-584f-4ef1-9e20-ccbec09fb0ed",53.262,3.57,306
"8bf22efc-a518-4d37-9c4e-21af029d661b",54.069,4.11,699.07
"8bf22efc-a518-4d37-9c4e-21af029d661b",50.761,4.11,699.07
"8bf22efc-a518-4d37-9c4e-21af029d661b",23.479,4.11,699.07
"8c022d8d-bea9-41fe-be66-a0788f5e5fe2",39.655,4.63,396
"8c022d8d-bea9-41fe-be66-a0788f5e5fe2",63.853,4.63,396
"8c022d8d-bea9-41fe-be66-a0788f5e5fe2",55.409,4.63,396
"8c087c21-0658-4cf1-bc2d-2c802b647b52",36.921,5.26,450
"8c087c21-0658-4cf1-bc2d-2c802b647b52",37.623,5.26,450
"8c087c21-0658-4cf1-bc2d-2c802b647b52",43.999,5.26,450
"8c0f19da-75b6-4ace-807d-cd13dffdaf99",33.029,7.89,675
"8c0f19da-75b6-4ace-807d-cd13dffdaf99",33.591,7.89,675
"8c0f19da-75b6-4ace-807d-cd13dffdaf99",28.41,7.89,675
"8c320288-35eb-4227-87dc-6e0841fa1d87",55.328,2.21,189
"8c320288-35eb-4227-87dc-6e0841fa1d87",62.242,2.21,189
"8c320288-35eb-4227-87dc-6e0841fa1d87",61.623,2.21,189
"8c43aafa-9888-4ba2-a790-6f433db88631",48.037,4.52,387
"8c43aafa-9888-4ba2-a790-6f433db88631",46.332,4.52,387
"8c43aafa-9888-4ba2-a790-6f433db88631",45.667,4.52,387
"8c63ef25-c99f-4e59-af4f-4bf9b6973962",55.365,4.94,423
"8c63ef25-c99f-4e59-af4f-4bf9b6973962",52.676,4.94,423
"8c63ef25-c99f-4e59-af4f-4bf9b6973962",52.134,4.94,423
"8cc7a3ee-7e71-472c-8bb7-af04df0be80f",41.807,5.47,468
"8cc7a3ee-7e71-472c-8bb7-af04df0be80f",43.238,5.47,468
"8cc7a3ee-7e71-472c-8bb7-af04df0be80f",47.273,5.47,468
"8d597393-412b-48ae-99c5-ffac9aa44d58",33.277,4.63,396
"8d597393-412b-48ae-99c5-ffac9aa44d58",49.909,4.63,396
"8d597393-412b-48ae-99c5-ffac9aa44d58",50.976,4.63,396
"8dbf6bf3-5cd0-4b90-857c-0fbac67eb6c9",43.021,4.21,360
"8dbf6bf3-5cd0-4b90-857c-0fbac67eb6c9",45.031,4.21,360
"8dbf6bf3-5cd0-4b90-857c-0fbac67eb6c9",45.414,4.21,360
"8dc7030c-75a7-4ac7-b367-607246a7ea57",27.342,4,342
"8dc7030c-75a7-4ac7-b367-607246a7ea57",26.336,4,342
"8dc7030c-75a7-4ac7-b367-607246a7ea57",26.405,4,342
"8dcb7d0d-40b9-45a1-bc4b-9797811f0d20",54.229,4,342
"8dcb7d0d-40b9-45a1-bc4b-9797811f0d20",51.286,4,342
"8dcb7d0d-40b9-45a1-bc4b-9797811f0d20",52.175,4,342
"8de73ec9-600f-4fd3-a617-bf1da225cb16",57.46,4.42,378
"8de73ec9-600f-4fd3-a617-bf1da225cb16",57.305,4.42,378
"8de73ec9-600f-4fd3-a617-bf1da225cb16",62.002,4.42,378
"8e03863e-f52f-4a8e-9aef-3489ec880383",50.877,4.1,351
"8e03863e-f52f-4a8e-9aef-3489ec880383",50.665,4.1,351
"8e03863e-f52f-4a8e-9aef-3489ec880383",49.137,4.1,351
"8e1865d4-e79f-4180-80f7-eb594ab4d422",51.856,4.52,387
"8e1865d4-e79f-4180-80f7-eb594ab4d422",55.094,4.52,387
"8e1865d4-e79f-4180-80f7-eb594ab4d422",59.4,4.52,387
"8e7ea6c8-8bf5-4fb0-bd64-dfc6fc67337e",70.017,5.26,450
"8e7ea6c8-8bf5-4fb0-bd64-dfc6fc67337e",68.332,5.26,450
"8e7ea6c8-8bf5-4fb0-bd64-dfc6fc67337e",66.403,5.26,450
"8ecd0c75-37b3-46bd-a4cb-1c529693c66c",38,4.52,387
"8ecd0c75-37b3-46bd-a4cb-1c529693c66c",26.432,4.52,387
"8ecd0c75-37b3-46bd-a4cb-1c529693c66c",25.414,4.52,387
"8ecd36d8-b8b1-4820-a218-c13c9f2920fc",48.684,4.63,396
"8ecd36d8-b8b1-4820-a218-c13c9f2920fc",47.055,4.63,396
"8ecd36d8-b8b1-4820-a218-c13c9f2920fc",40.895,4.63,396
"8ef05b91-4a95-4c79-b0f7-5ea66ad8e942",63.206,4.73,405
"8ef05b91-4a95-4c79-b0f7-5ea66ad8e942",53.563,4.73,405
"8ef05b91-4a95-4c79-b0f7-5ea66ad8e942",60.982,4.73,405
"8f001ab1-7424-4426-afdb-3b409998000e",54.964,4.1,351
"8f001ab1-7424-4426-afdb-3b409998000e",55.543,4.1,351
"8f001ab1-7424-4426-afdb-3b409998000e",56.409,4.1,351
"8f1024b6-bf2f-46dc-8d87-53dcc6f0dfa6",45.791,4.1,351
"8f1024b6-bf2f-46dc-8d87-53dcc6f0dfa6",38.6,4.1,351
"8f1024b6-bf2f-46dc-8d87-53dcc6f0dfa6",23.589,4.1,351
"8f289881-2451-43a1-a53a-cbe476e643d8",63.833,3.26,279
"8f289881-2451-43a1-a53a-cbe476e643d8",64.13,3.26,279
"8f289881-2451-43a1-a53a-cbe476e643d8",63.695,3.26,279
"8f2f4ff2-3868-41fa-a883-5fb49632795f",53.345,5.15,441
"8f2f4ff2-3868-41fa-a883-5fb49632795f",59.905,5.15,441
"8f2f4ff2-3868-41fa-a883-5fb49632795f",58.4,5.15,441
"8f4b9335-2bb2-4e16-b4be-e52d1b34c77c",63.007,4.52,387
"8f4b9335-2bb2-4e16-b4be-e52d1b34c77c",60.065,4.52,387
"8f4b9335-2bb2-4e16-b4be-e52d1b34c77c",61.358,4.52,387
"8f55a017-b21f-4b75-ad6d-6c028093319f",48.699,5.15,441
"8f55a017-b21f-4b75-ad6d-6c028093319f",48.122,5.15,441
"8f55a017-b21f-4b75-ad6d-6c028093319f",47.349,5.15,441
"8f856f69-e232-441b-a02e-fc21a33c0408",59.03,5.05,432
"8f856f69-e232-441b-a02e-fc21a33c0408",57.421,5.05,432
"8f856f69-e232-441b-a02e-fc21a33c0408",60.374,5.05,432
"8fb44af6-9b0a-48f4-a20c-78b0fe4c1636",60.663,4.52,387
"8fb44af6-9b0a-48f4-a20c-78b0fe4c1636",64.647,4.52,387
"8fb44af6-9b0a-48f4-a20c-78b0fe4c1636",67.759,4.52,387
"8fd24970-9ea2-4075-8703-d55b4f07bbf6",50.861,5.15,441
"8fd24970-9ea2-4075-8703-d55b4f07bbf6",49.413,5.15,441
"8fd24970-9ea2-4075-8703-d55b4f07bbf6",50.291,5.15,441
"901da392-7a09-4706-bee5-48ff9eb9198a",34.387,4.84,414
"901da392-7a09-4706-bee5-48ff9eb9198a",45.525,4.84,414
"901da392-7a09-4706-bee5-48ff9eb9198a",46.56,4.84,414
"90fa4e47-03f5-473d-a86f-5fa6b6175cc1",40.454,4.21,360
"90fa4e47-03f5-473d-a86f-5fa6b6175cc1",44.607,4.21,360
"90fa4e47-03f5-473d-a86f-5fa6b6175cc1",36.905,4.21,360
"91233184-5bc3-47eb-826e-632181724d89",51.122,4.63,396
"91233184-5bc3-47eb-826e-632181724d89",52.396,4.63,396
"91233184-5bc3-47eb-826e-632181724d89",53.638,4.63,396
"91331df1-1c2d-4602-b16f-a13ea8ce9b39",26.844,4,342
"91331df1-1c2d-4602-b16f-a13ea8ce9b39",46.559,4,342
"91331df1-1c2d-4602-b16f-a13ea8ce9b39",46.03,4,342
"91618ee0-75df-43c5-a051-7f694b22b0a5",56.626,3.68,315
"91618ee0-75df-43c5-a051-7f694b22b0a5",59.313,3.68,315
"91618ee0-75df-43c5-a051-7f694b22b0a5",56.723,3.68,315
"91be3d44-de19-4e07-ba6c-219ae04fcb29",43.153,5.15,441
"91be3d44-de19-4e07-ba6c-219ae04fcb29",39.389,5.15,441
"91be3d44-de19-4e07-ba6c-219ae04fcb29",35.523,5.15,441
"91bf3b26-3917-4116-991d-187fb1c74650",35.95,3.26,279
"91bf3b26-3917-4116-991d-187fb1c74650",56.146,3.26,279
"91bf3b26-3917-4116-991d-187fb1c74650",56.379,3.26,279
"9240002e-bbe5-46dd-b6ac-cd0e6057b959",45.302,4,342
"9240002e-bbe5-46dd-b6ac-cd0e6057b959",40.075,4,342
"9240002e-bbe5-46dd-b6ac-cd0e6057b959",39.936,4,342
"92d0e6df-a0a4-4756-bceb-60b290641425",43.809,5.26,450
"92d0e6df-a0a4-4756-bceb-60b290641425",38.167,5.26,450
"92d0e6df-a0a4-4756-bceb-60b290641425",38.123,5.26,450
"933f719a-60a9-4aac-8473-762a563f9e76",32.748,10.41,891
"933f719a-60a9-4aac-8473-762a563f9e76",32.528,10.41,891
"933f719a-60a9-4aac-8473-762a563f9e76",35.247,10.41,891
"9351ce42-83b0-4c3e-b0bf-fa8514ea9aec",39.207,5.15,441
"9351ce42-83b0-4c3e-b0bf-fa8514ea9aec",38.79,5.15,441
"9351ce42-83b0-4c3e-b0bf-fa8514ea9aec",35.984,5.15,441
"9364f029-a9ea-48ec-9729-2218a8ff154f",55.746,5.36,459
"9364f029-a9ea-48ec-9729-2218a8ff154f",50.592,5.36,459
"9364f029-a9ea-48ec-9729-2218a8ff154f",48.551,5.36,459
"93737fc8-b2e8-46ef-a0fa-be27c453a477",48.33,4,342
"93737fc8-b2e8-46ef-a0fa-be27c453a477",49.843,4,342
"93737fc8-b2e8-46ef-a0fa-be27c453a477",53.48,4,342
"938b38fd-7a1c-4f4a-83b7-eb6d79acb5c8",50.177,4.1,351
"938b38fd-7a1c-4f4a-83b7-eb6d79acb5c8",51.702,4.1,351
"938b38fd-7a1c-4f4a-83b7-eb6d79acb5c8",52.74,4.1,351
"93b02ffd-bcec-4c74-a1f6-e6bbb1ac8a7e",35.656,3.68,315
"93b02ffd-bcec-4c74-a1f6-e6bbb1ac8a7e",38.527,3.68,315
"93b02ffd-bcec-4c74-a1f6-e6bbb1ac8a7e",38.272,3.68,315
"93e43cc0-87e6-46fc-b13e-e82973572258",46.355,4.1,351
"93e43cc0-87e6-46fc-b13e-e82973572258",47.186,4.1,351
"93e43cc0-87e6-46fc-b13e-e82973572258",45.193,4.1,351
"93ee92cc-cb9c-4234-b3a0-d0d48dafc06d",44.123,5.26,450
"93ee92cc-cb9c-4234-b3a0-d0d48dafc06d",46.884,5.26,450
"93ee92cc-cb9c-4234-b3a0-d0d48dafc06d",43.007,5.26,450
"9421902e-24c2-4be5-ba78-36f69de35236",48.222,5.26,450
"9421902e-24c2-4be5-ba78-36f69de35236",40.528,5.26,450
"9421902e-24c2-4be5-ba78-36f69de35236",49.446,5.26,450
"9427121e-85df-4c61-8e26-b9254ff723fd",37.364,5.26,450
"9427121e-85df-4c61-8e26-b9254ff723fd",38.035,5.26,450
"9427121e-85df-4c61-8e26-b9254ff723fd",37.439,5.26,450
"94820be0-5af1-42ae-a1a3-3093d8d90ae0",54.774,4,342
"94820be0-5af1-42ae-a1a3-3093d8d90ae0",53.626,4,342
"94820be0-5af1-42ae-a1a3-3093d8d90ae0",53.318,4,342
"948ef8f3-021c-435c-891f-313a9ca96300",57.521,2.94,252
"948ef8f3-021c-435c-891f-313a9ca96300",52.435,2.94,252
"948ef8f3-021c-435c-891f-313a9ca96300",58.087,2.94,252
"94b25b5c-67bf-46b7-9b41-bcc10d77b493",64.645,3.36,288
"94b25b5c-67bf-46b7-9b41-bcc10d77b493",53.26,3.36,288
"94b25b5c-67bf-46b7-9b41-bcc10d77b493",26.4,3.36,288
"94e1c3ac-3842-4ccd-8158-f2309d1cc9b0",49.493,4,342
"94e1c3ac-3842-4ccd-8158-f2309d1cc9b0",50.779,4,342
"94e1c3ac-3842-4ccd-8158-f2309d1cc9b0",54.446,4,342
"9502cd21-59e3-49f9-9562-3fca5685fb7b",56.885,4.94,423
"9502cd21-59e3-49f9-9562-3fca5685fb7b",53.71,4.94,423
"9502cd21-59e3-49f9-9562-3fca5685fb7b",49.265,4.94,423
"95133e63-6cb3-401a-bd86-11671b7743c7",55.901,4.52,387
"95133e63-6cb3-401a-bd86-11671b7743c7",57.257,4.52,387
"95133e63-6cb3-401a-bd86-11671b7743c7",58.673,4.52,387
"9578fef2-95b2-42d9-852f-075d03a3145d",53.544,5.26,450
"9578fef2-95b2-42d9-852f-075d03a3145d",40.988,5.26,450
"9578fef2-95b2-42d9-852f-075d03a3145d",64.432,5.26,450
"95a6aed8-9cc5-4bf6-9a25-cbf77e56b807",45.946,4.52,387
"95a6aed8-9cc5-4bf6-9a25-cbf77e56b807",46.67,4.52,387
"95a6aed8-9cc5-4bf6-9a25-cbf77e56b807",61.196,4.52,387
"95d3ab0a-9e11-4147-a915-80dbfd532d83",58.893,3.47,297
"95d3ab0a-9e11-4147-a915-80dbfd532d83",57.43,3.47,297
"95d3ab0a-9e11-4147-a915-80dbfd532d83",58.928,3.47,297
"95db9b1a-78b6-40f3-b25c-edd812a97444",46.704,4.63,396
"95db9b1a-78b6-40f3-b25c-edd812a97444",44.035,4.63,396
"95db9b1a-78b6-40f3-b25c-edd812a97444",44.515,4.63,396
"96919b9a-7874-45cb-aec0-fe67157cb813",44.365,3.68,315
"96919b9a-7874-45cb-aec0-fe67157cb813",51.746,3.68,315
"96919b9a-7874-45cb-aec0-fe67157cb813",44.791,3.68,315
"96aee366-9e8c-4ca1-b6c2-d1083b973187",50.593,4,342
"96aee366-9e8c-4ca1-b6c2-d1083b973187",54.55,4,342
"96aee366-9e8c-4ca1-b6c2-d1083b973187",49.217,4,342
"96b693ea-19d6-4a78-85f5-b8179076a681",48.965,5.26,450
"96b693ea-19d6-4a78-85f5-b8179076a681",28.188,5.26,450
"96b693ea-19d6-4a78-85f5-b8179076a681",30.826,5.26,450
"96d8aac2-fb14-483e-a032-ec25bd1b666d",45.423,4.1,351
"96d8aac2-fb14-483e-a032-ec25bd1b666d",47.947,4.1,351
"96d8aac2-fb14-483e-a032-ec25bd1b666d",52.501,4.1,351
"973dadb0-4e5c-4f7a-9083-4d8d567b3bc7",48.487,4.42,378
"973dadb0-4e5c-4f7a-9083-4d8d567b3bc7",64.246,4.42,378
"973dadb0-4e5c-4f7a-9083-4d8d567b3bc7",49.151,4.42,378
"973fce64-564c-4fa8-bc0b-ab98a40fcc85",43.477,4.63,396
"973fce64-564c-4fa8-bc0b-ab98a40fcc85",40.448,4.63,396
"973fce64-564c-4fa8-bc0b-ab98a40fcc85",40.652,4.63,396
"97956a1e-299e-4b9f-906e-699389e85ea5",39.128,5.05,432
"97956a1e-299e-4b9f-906e-699389e85ea5",37.089,5.05,432
"97956a1e-299e-4b9f-906e-699389e85ea5",41.512,5.05,432
"97c397d6-8952-4e84-9198-f3958ebe9d0a",57.171,5.47,468
"97c397d6-8952-4e84-9198-f3958ebe9d0a",60.129,5.47,468
"97c397d6-8952-4e84-9198-f3958ebe9d0a",60.747,5.47,468
