"uuid","viewDistance","session"
"535f1af0-9e7c-4032-b7bd-006c8e872c02",41.588,2
"535f1af0-9e7c-4032-b7bd-006c8e872c02",42.48,1
"53cb8918-1ae2-4f5e-a990-3312235b6bab",52.36,3
"53cb8918-1ae2-4f5e-a990-3312235b6bab",54.492,2
"53cb8918-1ae2-4f5e-a990-3312235b6bab",53.068,1
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",43.941,3
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",44.902,2
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",37.323,1
"53fec224-1b2f-4dbc-b073-cb3b200a465b",49.169,2
"53fec224-1b2f-4dbc-b073-cb3b200a465b",49.901,3
"53fec224-1b2f-4dbc-b073-cb3b200a465b",50.835,1
"5459dba2-1dd7-4eab-a213-3335f45e7d33",42.258,3
"5459dba2-1dd7-4eab-a213-3335f45e7d33",43.922,2
"5459dba2-1dd7-4eab-a213-3335f45e7d33",43.114,1
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",52.433,3
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",53.421,2
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",51.19,1
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",38.18,2
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",39.003,3
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",38.42,1
"55b020a5-f4b3-4358-8313-3b59c8977bda",48.553,3
"55b020a5-f4b3-4358-8313-3b59c8977bda",50.249,2
"55b020a5-f4b3-4358-8313-3b59c8977bda",49.161,1
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",49.003,2
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",49.404,3
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",48.593,1
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",32.25,3
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",37.163,2
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",35.299,1
"571fdb5b-bef6-4089-b54d-415aa694a238",47.997,3
"571fdb5b-bef6-4089-b54d-415aa694a238",49.386,2
"571fdb5b-bef6-4089-b54d-415aa694a238",49.725,1
"57667587-dac3-4566-a084-da54330fbf23",46.781,3
"57667587-dac3-4566-a084-da54330fbf23",48.627,2
"57667587-dac3-4566-a084-da54330fbf23",50.061,1
"57e90896-5927-4033-a191-ec110982fd9a",42.718,2
"57e90896-5927-4033-a191-ec110982fd9a",46.608,3
"57e90896-5927-4033-a191-ec110982fd9a",49.634,1
"586b4008-9255-42a6-a0da-4c36de7dbf14",43.769,3
"586b4008-9255-42a6-a0da-4c36de7dbf14",45.131,2
"586b4008-9255-42a6-a0da-4c36de7dbf14",27.001,1
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",41.187,3
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",42.011,2
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",43.034,1
"58e5da6d-f92f-4ce4-8e1c-ddb838b61b42",32.75,3
"58e5da6d-f92f-4ce4-8e1c-ddb838b61b42",35.07,2
"58e5da6d-f92f-4ce4-8e1c-ddb838b61b42",44.596,1
"59256b1a-d626-487f-9527-00ff72bfdb80",46.212,2
"59256b1a-d626-487f-9527-00ff72bfdb80",49.496,3
"59256b1a-d626-487f-9527-00ff72bfdb80",45.696,1
"59a7e048-e562-43b4-bd0b-2a6b7d75a4f1",43.76,2
"59a7e048-e562-43b4-bd0b-2a6b7d75a4f1",45.322,3
"59a7e048-e562-43b4-bd0b-2a6b7d75a4f1",49.975,1
"59aaaa2c-95ef-476d-8ba0-c43910e51f0c",27.495,3
"59aaaa2c-95ef-476d-8ba0-c43910e51f0c",32.664,2
"59aaaa2c-95ef-476d-8ba0-c43910e51f0c",27.765,1
"5ab005b8-f5c2-4048-8cdb-225f0613cd5c",66.065,2
"5ab005b8-f5c2-4048-8cdb-225f0613cd5c",66.861,3
"5ab005b8-f5c2-4048-8cdb-225f0613cd5c",57.867,1
"5ad9e690-2c64-4074-b4c1-a01aae534a41",44.132,3
"5ad9e690-2c64-4074-b4c1-a01aae534a41",45.04,2
"5ad9e690-2c64-4074-b4c1-a01aae534a41",29.008,1
"5af1a0ae-9e3d-4a40-b96a-2bc1dcccadd7",36.595,2
"5af1a0ae-9e3d-4a40-b96a-2bc1dcccadd7",38.725,3
"5af1a0ae-9e3d-4a40-b96a-2bc1dcccadd7",37.638,1
"5b12cf98-040d-45d7-ab6b-eb5f4c2c2a90",39.687,2
"5b12cf98-040d-45d7-ab6b-eb5f4c2c2a90",54.535,3
"5b12cf98-040d-45d7-ab6b-eb5f4c2c2a90",43.91,1
"5b74bea0-01cb-465d-afa7-d3d49fd52260",48.8,3
"5b74bea0-01cb-465d-afa7-d3d49fd52260",50.997,2
"5b74bea0-01cb-465d-afa7-d3d49fd52260",45.897,1
"5b78d508-bf76-4030-9864-20f51fb20a2a",35.055,3
"5b78d508-bf76-4030-9864-20f51fb20a2a",59.88,2
"5b78d508-bf76-4030-9864-20f51fb20a2a",35.231,1
"5be432fc-10ab-46e3-bf6a-96741ad8099f",42.947,3
"5be432fc-10ab-46e3-bf6a-96741ad8099f",43.893,2
"5be432fc-10ab-46e3-bf6a-96741ad8099f",42.534,1
"5c0cf4e8-32c3-47f3-8830-0d910db0be9e",40.673,2
"5c0cf4e8-32c3-47f3-8830-0d910db0be9e",55.15,3
"5c0cf4e8-32c3-47f3-8830-0d910db0be9e",26.838,1
"5c1323a4-42d7-4173-ab3b-dce65f9ff673",29.441,2
"5c1323a4-42d7-4173-ab3b-dce65f9ff673",34.41,3
"5c1323a4-42d7-4173-ab3b-dce65f9ff673",50.444,1
"5c365f5a-8a7d-4a09-971e-ed1a86e96b82",39.453,3
"5c365f5a-8a7d-4a09-971e-ed1a86e96b82",41.641,2
"5c365f5a-8a7d-4a09-971e-ed1a86e96b82",43.397,1
"5c4b0974-6115-4cd2-b558-44c1b2f55f7a",50.646,3
"5c4b0974-6115-4cd2-b558-44c1b2f55f7a",50.671,2
"5c4b0974-6115-4cd2-b558-44c1b2f55f7a",56.785,1
"5c57eb63-3b0d-493f-ab91-5ace6aa95c28",36.59,2
"5c57eb63-3b0d-493f-ab91-5ace6aa95c28",36.903,3
"5c57eb63-3b0d-493f-ab91-5ace6aa95c28",40.42,1
"5d3744c4-406e-4cb7-ae89-5a42362b4f02",43.431,3
"5d3744c4-406e-4cb7-ae89-5a42362b4f02",48.758,2
"5d3744c4-406e-4cb7-ae89-5a42362b4f02",35.431,1
"5df92e56-a672-44d5-8170-7e98ed14a872",49.491,2
"5df92e56-a672-44d5-8170-7e98ed14a872",51.209,3
"5df92e56-a672-44d5-8170-7e98ed14a872",57.295,1
"5e042e4d-e08e-486c-8074-9a490bd8330e",45.567,3
"5e042e4d-e08e-486c-8074-9a490bd8330e",51.56,2
"5e042e4d-e08e-486c-8074-9a490bd8330e",44.679,1
"5e1f4080-1dd4-4591-b04c-bc3391073b07",37.153,3
"5e1f4080-1dd4-4591-b04c-bc3391073b07",37.212,2
"5e1f4080-1dd4-4591-b04c-bc3391073b07",32.936,1
"5e929db1-305a-4735-be47-870160aac0dc",45.167,3
"5e929db1-305a-4735-be47-870160aac0dc",46.096,2
"5e929db1-305a-4735-be47-870160aac0dc",43.567,1
"5eb1d8d1-ed76-4547-88c1-254beb1b60a3",50.759,3
"5eb1d8d1-ed76-4547-88c1-254beb1b60a3",52.918,2
"5eb1d8d1-ed76-4547-88c1-254beb1b60a3",49.136,1
"5ec4247d-5d16-4b76-b9d3-75906446304d",32.39,3
"5ec4247d-5d16-4b76-b9d3-75906446304d",42.842,2
"5ec4247d-5d16-4b76-b9d3-75906446304d",39.541,1
"5efa1b9c-34fe-435a-bd13-02492ab68454",51.418,3
"5efa1b9c-34fe-435a-bd13-02492ab68454",55.223,2
"5efa1b9c-34fe-435a-bd13-02492ab68454",26.632,1
"5f1028b5-3186-4330-8967-b874f4f84998",41.881,3
"5f1028b5-3186-4330-8967-b874f4f84998",46.366,2
"5f1028b5-3186-4330-8967-b874f4f84998",49.89,1
"5f276d62-1c6d-4a0a-9d12-da6941bd960b",45.71,3
"5f276d62-1c6d-4a0a-9d12-da6941bd960b",52.948,2
"5f276d62-1c6d-4a0a-9d12-da6941bd960b",65.026,1
"5fb1665e-15bb-4e99-9955-ad7e3b5a9b8b",41.668,2
"5fb1665e-15bb-4e99-9955-ad7e3b5a9b8b",43.327,3
"5fb1665e-15bb-4e99-9955-ad7e3b5a9b8b",39.4,1
"605d4152-3588-4e94-892c-f2dff0228572",32.657,3
"605d4152-3588-4e94-892c-f2dff0228572",36.58,2
"605d4152-3588-4e94-892c-f2dff0228572",41.531,1
"60c4fb94-99e0-4e7a-8cec-d3cfbca61662",42.238,2
"60c4fb94-99e0-4e7a-8cec-d3cfbca61662",42.341,3
"60c4fb94-99e0-4e7a-8cec-d3cfbca61662",43.735,1
"61a609e3-9ad6-4077-9118-e58faed5e0a1",45.236,3
"61a609e3-9ad6-4077-9118-e58faed5e0a1",46.519,2
"61a609e3-9ad6-4077-9118-e58faed5e0a1",42.486,1
"61cccb04-a7f9-4bb3-8a92-e5b75142b397",45.183,2
"61cccb04-a7f9-4bb3-8a92-e5b75142b397",45.708,3
"61cccb04-a7f9-4bb3-8a92-e5b75142b397",45.622,1
"6242b6f2-6965-4885-b20d-1d30f557d565",53.743,2
"6242b6f2-6965-4885-b20d-1d30f557d565",58.713,3
"6242b6f2-6965-4885-b20d-1d30f557d565",42.041,1
"6250db7c-8658-4281-8f39-175e629f1431",47.71,2
"6250db7c-8658-4281-8f39-175e629f1431",47.796,3
"6250db7c-8658-4281-8f39-175e629f1431",48.552,1
"62ab4b71-fa52-4f5f-b326-27281bb10a3e",46.738,3
"62ab4b71-fa52-4f5f-b326-27281bb10a3e",48.116,2
"62ab4b71-fa52-4f5f-b326-27281bb10a3e",45.673,1
"62ebcc9c-0167-4393-9b3e-526d821fb7ab",57.931,2
"62ebcc9c-0167-4393-9b3e-526d821fb7ab",60.55,3
"62ebcc9c-0167-4393-9b3e-526d821fb7ab",60.666,1
"63143a88-2143-4ff7-9c0a-b88bc1e5ec60",40.519,2
"63143a88-2143-4ff7-9c0a-b88bc1e5ec60",41.025,3
"63143a88-2143-4ff7-9c0a-b88bc1e5ec60",42.046,1
"63249fec-b69d-454a-8e22-1da4d3669c7c",37.441,3
"63249fec-b69d-454a-8e22-1da4d3669c7c",48.134,2
"63249fec-b69d-454a-8e22-1da4d3669c7c",53.43,1
"63798fef-99de-44f8-b20f-2014cc71a70c",61.979,2
"63798fef-99de-44f8-b20f-2014cc71a70c",62.068,3
"63798fef-99de-44f8-b20f-2014cc71a70c",24.652,1
"63a4024b-27cd-4422-8c19-d810c9681758",33.16,3
"63a4024b-27cd-4422-8c19-d810c9681758",35.646,2
"63a4024b-27cd-4422-8c19-d810c9681758",32.64,1
"63fdffca-d8bb-4165-9339-4470e5303517",50.51,2
"63fdffca-d8bb-4165-9339-4470e5303517",64.345,3
"63fdffca-d8bb-4165-9339-4470e5303517",27.923,1
"64446f0a-8a9c-44d4-8a81-5155f81ba92c",43.535,2
"64446f0a-8a9c-44d4-8a81-5155f81ba92c",48.558,3
"64446f0a-8a9c-44d4-8a81-5155f81ba92c",57.273,1
"65230539-aee9-4307-801c-a47e569ea072",36.768,2
"65230539-aee9-4307-801c-a47e569ea072",39.599,3
"65230539-aee9-4307-801c-a47e569ea072",36.874,1
"658f3893-f2c8-4a49-9a74-51eafb2c82e9",54.193,3
"658f3893-f2c8-4a49-9a74-51eafb2c82e9",59.582,2
"658f3893-f2c8-4a49-9a74-51eafb2c82e9",63.429,1
"665c2b5d-0f34-4b17-8aca-88a0b7bfce4c",34.343,2
"665c2b5d-0f34-4b17-8aca-88a0b7bfce4c",34.708,3
"665c2b5d-0f34-4b17-8aca-88a0b7bfce4c",36.352,1
"66f60844-1e2b-4933-b6bd-69455b6152ef",63.573,3
"66f60844-1e2b-4933-b6bd-69455b6152ef",63.772,2
"66f60844-1e2b-4933-b6bd-69455b6152ef",64.572,1
"671c15fc-7130-45a6-b92d-fbcbef8c3e9b",41.96,3
"671c15fc-7130-45a6-b92d-fbcbef8c3e9b",42.461,2
"671c15fc-7130-45a6-b92d-fbcbef8c3e9b",44.182,1
"673d0a83-3be4-48e5-b7a6-a82ace8c2894",34.659,2
"673d0a83-3be4-48e5-b7a6-a82ace8c2894",37.966,3
"673d0a83-3be4-48e5-b7a6-a82ace8c2894",36.992,1
"67405409-043d-4979-813c-adb231cb17b9",42.981,3
"67405409-043d-4979-813c-adb231cb17b9",43.875,2
"67405409-043d-4979-813c-adb231cb17b9",46.377,1
"67568eff-d48a-48a9-a60c-8cbaacc80d16",31.616,2
"67568eff-d48a-48a9-a60c-8cbaacc80d16",44.902,3
"67568eff-d48a-48a9-a60c-8cbaacc80d16",35.475,1
"68c0a2b7-fbf7-4026-8221-1e50922a42c9",36.023,2
"68c0a2b7-fbf7-4026-8221-1e50922a42c9",36.304,3
"68c0a2b7-fbf7-4026-8221-1e50922a42c9",44.829,1
"68c5e8a7-f2ca-49a6-b8cd-fcb21b858be3",27.714,3
"68c5e8a7-f2ca-49a6-b8cd-fcb21b858be3",49.621,2
"68c5e8a7-f2ca-49a6-b8cd-fcb21b858be3",46.315,1
"69154170-1dbc-40bb-88d4-96dc61aa9105",48.25,3
"69154170-1dbc-40bb-88d4-96dc61aa9105",61.765,2
"69154170-1dbc-40bb-88d4-96dc61aa9105",32.64,1
"69458760-a518-4375-9614-b5b5638ce5a3",40.86,3
"69458760-a518-4375-9614-b5b5638ce5a3",54.856,2
"69458760-a518-4375-9614-b5b5638ce5a3",61.06,1
"69b65137-fd5d-456b-94fb-6c2ab32dcbe9",35.689,2
"69b65137-fd5d-456b-94fb-6c2ab32dcbe9",37.26,3
"69b65137-fd5d-456b-94fb-6c2ab32dcbe9",38.118,1
"6abcf76b-f6d5-46c9-b760-1931809f8ec5",57.989,3
"6abcf76b-f6d5-46c9-b760-1931809f8ec5",60.072,2
"6abcf76b-f6d5-46c9-b760-1931809f8ec5",59.798,1
"6abe586f-f879-41a1-beec-403f9ac63bea",46.305,2
"6abe586f-f879-41a1-beec-403f9ac63bea",48.728,3
"6abe586f-f879-41a1-beec-403f9ac63bea",46.702,1
"6ae71f58-bb7f-4b4c-b8a9-6dabd6ca8ea2",45.563,2
"6ae71f58-bb7f-4b4c-b8a9-6dabd6ca8ea2",45.626,3
"6ae71f58-bb7f-4b4c-b8a9-6dabd6ca8ea2",44.706,1
"6ae850e3-a13e-42e4-a9cf-7cf6503f6d42",53.784,3
"6ae850e3-a13e-42e4-a9cf-7cf6503f6d42",54.85,2
"6ae850e3-a13e-42e4-a9cf-7cf6503f6d42",53.738,1
"6b06a717-69b2-4ca6-b10f-50f8c63c559c",55.704,2
"6b06a717-69b2-4ca6-b10f-50f8c63c559c",56.403,3
"6b06a717-69b2-4ca6-b10f-50f8c63c559c",55.944,1
"6b109b61-2962-4327-ba31-8e55ceb9007e",50.897,3
"6b109b61-2962-4327-ba31-8e55ceb9007e",53.637,2
"6b109b61-2962-4327-ba31-8e55ceb9007e",49.135,1
"6be5a671-fec2-4378-8ad7-8fe1d1f52d04",44.928,2
"6be5a671-fec2-4378-8ad7-8fe1d1f52d04",45.719,3
"6be5a671-fec2-4378-8ad7-8fe1d1f52d04",46.981,1
"6c520795-f5a8-4bb4-8768-93257dbfde1d",45.072,2
"6c520795-f5a8-4bb4-8768-93257dbfde1d",46.396,3
"6c520795-f5a8-4bb4-8768-93257dbfde1d",43.762,1
"6c9af8fb-d684-447c-a6fc-947033b97cf1",39.719,2
"6c9af8fb-d684-447c-a6fc-947033b97cf1",41.667,3
"6c9af8fb-d684-447c-a6fc-947033b97cf1",44.427,1
"6c9afb5c-fb84-4e41-9263-ac21486bb743",31.74,2
"6c9afb5c-fb84-4e41-9263-ac21486bb743",36.553,3
"6c9afb5c-fb84-4e41-9263-ac21486bb743",35.534,1
"6c9d9de7-7ab1-48bf-98fa-c7a38a257021",39.088,3
"6c9d9de7-7ab1-48bf-98fa-c7a38a257021",40.617,2
"6c9d9de7-7ab1-48bf-98fa-c7a38a257021",40.634,1
"6cbc8c01-4a5d-490e-a5bd-b494877936c9",35.792,3
"6cbc8c01-4a5d-490e-a5bd-b494877936c9",36.824,2
"6cbc8c01-4a5d-490e-a5bd-b494877936c9",40.345,1
"6ccc3c51-0fde-42ff-b9be-4a68a08cd235",56.963,2
"6ccc3c51-0fde-42ff-b9be-4a68a08cd235",61.407,3
"6ccc3c51-0fde-42ff-b9be-4a68a08cd235",62.186,1
"6ccc9013-78bd-4dd0-b293-30c129476291",44.542,3
"6ccc9013-78bd-4dd0-b293-30c129476291",50.21,2
"6ccc9013-78bd-4dd0-b293-30c129476291",50.203,1
"6d331219-e721-4989-ad3a-da077fe90c59",59.805,3
"6d331219-e721-4989-ad3a-da077fe90c59",61.84,2
"6d331219-e721-4989-ad3a-da077fe90c59",57.891,1
"6d37f3fa-0781-47db-b59a-3ef83a907a5b",19.913,2
"6d37f3fa-0781-47db-b59a-3ef83a907a5b",40.928,3
"6d37f3fa-0781-47db-b59a-3ef83a907a5b",19.881,1
"6d8a0a2d-a22c-4ee9-bb2d-0d5bd77febed",60.473,3
"6d8a0a2d-a22c-4ee9-bb2d-0d5bd77febed",64.494,2
"6d8a0a2d-a22c-4ee9-bb2d-0d5bd77febed",58.995,1
"6dc5d273-5e39-474e-9517-29e0f80af64b",45.805,2
"6dc5d273-5e39-474e-9517-29e0f80af64b",58.089,3
"6dc5d273-5e39-474e-9517-29e0f80af64b",28.652,1
"6e084aa4-5182-4a78-8a41-2a9f08c5b01d",44.133,3
"6e084aa4-5182-4a78-8a41-2a9f08c5b01d",47.26,2
"6e084aa4-5182-4a78-8a41-2a9f08c5b01d",41.893,1
"6e694d38-3e3f-4298-8a8b-48e623d62a30",51.035,3
"6e694d38-3e3f-4298-8a8b-48e623d62a30",54.746,2
"6e694d38-3e3f-4298-8a8b-48e623d62a30",55.269,1
"6e725246-725b-4994-9ee7-3ef33c22ae6d",43.422,2
"6e725246-725b-4994-9ee7-3ef33c22ae6d",46.405,3
"6e725246-725b-4994-9ee7-3ef33c22ae6d",43.889,1
"6eb993af-0970-4704-b50f-6336bc5bf8f1",47.26,2
"6eb993af-0970-4704-b50f-6336bc5bf8f1",48.255,3
"6eb993af-0970-4704-b50f-6336bc5bf8f1",47.752,1
"6f0f0f4e-72f5-4b1c-bab3-9f52f939f35c",48.91,3
"6f0f0f4e-72f5-4b1c-bab3-9f52f939f35c",50.574,2
"6f0f0f4e-72f5-4b1c-bab3-9f52f939f35c",50.88,1
"6f25f2db-9092-4d2a-a5d6-303acb667ee7",18.899,3
"6f25f2db-9092-4d2a-a5d6-303acb667ee7",19.004,2
"6f25f2db-9092-4d2a-a5d6-303acb667ee7",18.769,1
"6f5f53f5-a08c-44aa-9967-a4b9beba8c05",51.104,2
"6f5f53f5-a08c-44aa-9967-a4b9beba8c05",53.283,3
"6f5f53f5-a08c-44aa-9967-a4b9beba8c05",51.239,1
"6f982010-887a-409c-bf0c-8408487a17d0",54.355,3
"6f982010-887a-409c-bf0c-8408487a17d0",56.151,2
"6f982010-887a-409c-bf0c-8408487a17d0",55.552,1
"6fd4f084-12aa-4e91-8f83-e5d0e8e26d94",45.255,3
"6fd4f084-12aa-4e91-8f83-e5d0e8e26d94",49.161,2
"6fd4f084-12aa-4e91-8f83-e5d0e8e26d94",51.176,1
"7017930c-4db3-4c63-948a-8705f9cf1176",60.022,2
"7017930c-4db3-4c63-948a-8705f9cf1176",62.479,3
"7017930c-4db3-4c63-948a-8705f9cf1176",63.698,1
"70a8b744-731c-442a-be6a-416f43e54c93",44.163,2
"70a8b744-731c-442a-be6a-416f43e54c93",45.069,3
"70a8b744-731c-442a-be6a-416f43e54c93",46.954,1
"70dbf0df-19ea-4ab6-860b-850d41aa502c",53.618,2
"70dbf0df-19ea-4ab6-860b-850d41aa502c",54.142,3
"70dbf0df-19ea-4ab6-860b-850d41aa502c",53.251,1
"714afdee-e6f5-4c51-a875-437d612469eb",29.299,3
"714afdee-e6f5-4c51-a875-437d612469eb",29.933,2
"714afdee-e6f5-4c51-a875-437d612469eb",39.413,1
"716c17d3-39c9-4689-88ae-5140c4ce74af",26.97,2
"716c17d3-39c9-4689-88ae-5140c4ce74af",41.701,3
"716c17d3-39c9-4689-88ae-5140c4ce74af",28.093,1
"71909663-f805-476e-80eb-445d9c0079c4",45.324,2
"71909663-f805-476e-80eb-445d9c0079c4",47.174,3
"71909663-f805-476e-80eb-445d9c0079c4",59.559,1
"7195beb2-fa14-4abe-82d1-ed685fc41815",42.677,3
"7195beb2-fa14-4abe-82d1-ed685fc41815",43.513,2
"7195beb2-fa14-4abe-82d1-ed685fc41815",50.701,1
"71a0cdcb-98f8-45fa-a343-984a137ae2f3",51.23,2
"71a0cdcb-98f8-45fa-a343-984a137ae2f3",62.457,3
"71a0cdcb-98f8-45fa-a343-984a137ae2f3",38.991,1
"71a1e36c-cf8d-4047-927f-00998b215a92",64.592,3
"71a1e36c-cf8d-4047-927f-00998b215a92",64.809,2
"71a1e36c-cf8d-4047-927f-00998b215a92",63.513,1
"731b227b-ce0d-4b60-9240-c4bf6cc685ad",53.748,2
"731b227b-ce0d-4b60-9240-c4bf6cc685ad",55.033,3
"731b227b-ce0d-4b60-9240-c4bf6cc685ad",58.748,1
"731db260-e832-4827-9822-bf96faade9af",39.425,2
"731db260-e832-4827-9822-bf96faade9af",44.143,3
"731db260-e832-4827-9822-bf96faade9af",40.266,1
"737090e3-c40e-4249-ae67-21a5a0f36d7f",40.059,2
"737090e3-c40e-4249-ae67-21a5a0f36d7f",51.437,3
"737090e3-c40e-4249-ae67-21a5a0f36d7f",32.713,1
"7412e01b-f5f8-4c26-b98e-523f79ce7097",60.06,2
"7412e01b-f5f8-4c26-b98e-523f79ce7097",62.027,3
"7412e01b-f5f8-4c26-b98e-523f79ce7097",54.989,1
"745138f1-dbcc-4312-99ee-ea06c0c0173b",42.483,2
"745138f1-dbcc-4312-99ee-ea06c0c0173b",51.601,3
"745138f1-dbcc-4312-99ee-ea06c0c0173b",46.471,1
"74921689-d984-4833-a3f9-4c47cbf16b86",53.726,3
"74921689-d984-4833-a3f9-4c47cbf16b86",59.131,2
"74921689-d984-4833-a3f9-4c47cbf16b86",58.997,1
"74b10d26-f3f3-40d9-bbc1-cb204c3dcf19",38.293,3
"74b10d26-f3f3-40d9-bbc1-cb204c3dcf19",46.551,2
"74b10d26-f3f3-40d9-bbc1-cb204c3dcf19",33.792,1
"74c2471d-f6ab-4a9b-a5a6-4568be253871",50.983,2
"74c2471d-f6ab-4a9b-a5a6-4568be253871",55.311,3
"74c2471d-f6ab-4a9b-a5a6-4568be253871",63.943,1
"74e03b9b-e55c-4778-b3a7-9144a6ffb063",40.185,2
"74e03b9b-e55c-4778-b3a7-9144a6ffb063",40.964,3
"74e03b9b-e55c-4778-b3a7-9144a6ffb063",39.674,1
"75b4180e-a304-4fb4-aef6-aa38c4fbe665",51.538,3
"75b4180e-a304-4fb4-aef6-aa38c4fbe665",56.209,2
"75b4180e-a304-4fb4-aef6-aa38c4fbe665",26.413,1
"76372bda-1baa-4602-bbab-a600fb9b8a01",43.106,2
"76372bda-1baa-4602-bbab-a600fb9b8a01",43.507,3
"76372bda-1baa-4602-bbab-a600fb9b8a01",43.874,1
"764f8e61-49ab-4e43-913d-2a3818b25cc5",38.466,3
"764f8e61-49ab-4e43-913d-2a3818b25cc5",39.083,2
"764f8e61-49ab-4e43-913d-2a3818b25cc5",41.322,1
"765c3641-d909-4da1-a591-5000c3013e5e",44.579,3
"765c3641-d909-4da1-a591-5000c3013e5e",47.376,2
"765c3641-d909-4da1-a591-5000c3013e5e",41.639,1
"76b9676e-4f52-49aa-81f6-b4cf0b7c5430",26.903,3
"76b9676e-4f52-49aa-81f6-b4cf0b7c5430",32.525,2
"76b9676e-4f52-49aa-81f6-b4cf0b7c5430",31.783,1
"76d73515-8af6-4093-94dc-828ae9894742",38.949,3
"76d73515-8af6-4093-94dc-828ae9894742",44.622,2
"76d73515-8af6-4093-94dc-828ae9894742",47.342,1
"76f281e9-5a6a-4c83-ad62-4be9789a2052",63.238,2
"76f281e9-5a6a-4c83-ad62-4be9789a2052",65.186,3
"76f281e9-5a6a-4c83-ad62-4be9789a2052",66.427,1
"76fb9310-3d86-42b3-a235-01cd29381d5b",42.925,3
"76fb9310-3d86-42b3-a235-01cd29381d5b",45.92,2
"76fb9310-3d86-42b3-a235-01cd29381d5b",49.972,1
"76ff6860-6355-49ae-bcc0-04c3b8988f71",45.264,2
"76ff6860-6355-49ae-bcc0-04c3b8988f71",53.465,3
"76ff6860-6355-49ae-bcc0-04c3b8988f71",27.784,1
"78d5269b-3d21-4f21-b32f-a9d07a9411f4",39.41,2
"78d5269b-3d21-4f21-b32f-a9d07a9411f4",40.127,3
"78d5269b-3d21-4f21-b32f-a9d07a9411f4",53.391,1
"78e15ea5-a25e-46cc-b686-782fbd6c6845",39.96,2
"78e15ea5-a25e-46cc-b686-782fbd6c6845",41.813,3
"78e15ea5-a25e-46cc-b686-782fbd6c6845",45.475,1
"794ebec5-3fa0-4fe4-bf49-5fa526794697",47.226,2
"794ebec5-3fa0-4fe4-bf49-5fa526794697",47.953,3
"794ebec5-3fa0-4fe4-bf49-5fa526794697",46.371,1
"7988eda4-46a1-4abd-95eb-4d92ae2a1f41",50.183,3
"7988eda4-46a1-4abd-95eb-4d92ae2a1f41",51.371,2
"7988eda4-46a1-4abd-95eb-4d92ae2a1f41",49.718,1
"7a1343e7-6fda-4da9-9fe6-9c15e87a4c39",49.81,2
"7a1343e7-6fda-4da9-9fe6-9c15e87a4c39",52.536,3
"7a1343e7-6fda-4da9-9fe6-9c15e87a4c39",51.259,1
"7a342fbe-c1bd-4d61-b820-6097fa5d3b9a",39.351,3
"7a342fbe-c1bd-4d61-b820-6097fa5d3b9a",51.874,2
"7a342fbe-c1bd-4d61-b820-6097fa5d3b9a",35.059,1
"7a53af75-0f60-4724-b0be-fbba3c68ee53",32.706,2
"7a53af75-0f60-4724-b0be-fbba3c68ee53",33.802,3
"7a53af75-0f60-4724-b0be-fbba3c68ee53",34.979,1
"7a6bea58-c478-4f76-acb0-dd1e6ea0ce45",44.148,2
"7a6bea58-c478-4f76-acb0-dd1e6ea0ce45",56.513,3
"7a6bea58-c478-4f76-acb0-dd1e6ea0ce45",57.484,1
"7ba55d31-d25c-4000-adfd-6646afb3a520",48.493,2
"7ba55d31-d25c-4000-adfd-6646afb3a520",48.522,3
"7ba55d31-d25c-4000-adfd-6646afb3a520",55.304,1
"7be06ece-d1cd-4061-a57c-fb9b5ceeaaa8",51.187,3
"7be06ece-d1cd-4061-a57c-fb9b5ceeaaa8",52.184,2
"7be06ece-d1cd-4061-a57c-fb9b5ceeaaa8",51.78,1
"7bfb4e6d-2780-4cb8-b626-eb84275785f1",33.804,2
"7bfb4e6d-2780-4cb8-b626-eb84275785f1",46.869,3
"7bfb4e6d-2780-4cb8-b626-eb84275785f1",49.442,1
"7c3b9e43-6061-463e-8e39-f8af6ec6810e",29.378,2
"7c3b9e43-6061-463e-8e39-f8af6ec6810e",31.1,3
"7c3b9e43-6061-463e-8e39-f8af6ec6810e",36.111,1
"7c3eb485-8bb1-4b17-baf0-6113354d9468",48.371,3
"7c3eb485-8bb1-4b17-baf0-6113354d9468",51.753,2
"7c3eb485-8bb1-4b17-baf0-6113354d9468",48.212,1
"7c5a40fd-65da-4455-abdd-6237dd5e3063",44.993,3
