"uuid","eccentricity_deg","critical_spacing_deg","correctRate","crowdingSession"
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",6,1.3,0.96,2
"c5d6c82b-8498-488d-aa24-6de149ad5077",6,1.86,0.92,1
"c5d6c82b-8498-488d-aa24-6de149ad5077",6,1.83,0.92,2
"4d321356-c75e-4868-a0a2-5d70e690be8d",6,2.74,0.8,1
"4d321356-c75e-4868-a0a2-5d70e690be8d",4,1.1,0.88,2
"60c4fb94-99e0-4e7a-8cec-d3cfbca61662",6,1,0.96,1
"60c4fb94-99e0-4e7a-8cec-d3cfbca61662",6,2.17,0.88,2
"ac34e772-0dcc-4ff6-aa58-68d8b1802f73",4,1.3,0.92,1
"ac34e772-0dcc-4ff6-aa58-68d8b1802f73",4,1.27,0.92,2
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",4,3,0.8,1
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",4,1.95,0.84,2
"aa77beff-c152-4e79-b195-7ceddc11e66f",6,2.75,0.8,1
"aa77beff-c152-4e79-b195-7ceddc11e66f",4,1.5,0.8,2
"0b10f030-8a00-42c4-b8bf-dc40b4849860",6,2.68,0.84,1
"0b10f030-8a00-42c4-b8bf-dc40b4849860",4,1.18,0.92,2
"8e1865d4-e79f-4180-80f7-eb594ab4d422",4,1.48,0.84,1
"fd5b5dcd-1485-445d-a280-fd2576099fc8",4,1.3,0.92,1
"fd5b5dcd-1485-445d-a280-fd2576099fc8",4,1.5,0.92,2
"8e1865d4-e79f-4180-80f7-eb594ab4d422",4,2.81,0.8,2
"d2e9b04e-36d2-494d-9d57-a2fb8fe5f82e",4,1.06,0.92,1
"d2e9b04e-36d2-494d-9d57-a2fb8fe5f82e",4,1,0.96,2
"ef6c7b87-b1bf-4216-b327-e82b9eacfa84",6,1.51,0.92,1
"ef6c7b87-b1bf-4216-b327-e82b9eacfa84",4,1.1,0.92,2
"ad3aeffe-ee72-4c5a-8092-d2b9c7db31ec",6,1.71,0.92,1
"ad3aeffe-ee72-4c5a-8092-d2b9c7db31ec",6,1.83,0.92,2
"429658b2-60f1-496b-8968-03157af894fa",6,2.2,0.84,1
"429658b2-60f1-496b-8968-03157af894fa",6,3.01,0.84,2
"bd718086-5a6f-493f-b3d3-a77d9de88bbb",6,2.79,0.88,1
"bd718086-5a6f-493f-b3d3-a77d9de88bbb",6,1.47,0.88,2
"5459dba2-1dd7-4eab-a213-3335f45e7d33",4,1.73,0.84,1
"5459dba2-1dd7-4eab-a213-3335f45e7d33",4,1,0.96,2
"844e5d27-117e-43c8-adfd-320c86384c35",4,3,0.56,1
"844e5d27-117e-43c8-adfd-320c86384c35",4,3,0.6,2
"848a232d-0ee3-4063-82dc-b8f7f2ad91c7",4,1.3,0.96,1
"848a232d-0ee3-4063-82dc-b8f7f2ad91c7",4,1.53,0.92,2
"7017930c-4db3-4c63-948a-8705f9cf1176",4,1.18,0.92,1
"7017930c-4db3-4c63-948a-8705f9cf1176",4,1,0.96,2
"d5e0eb77-9047-4857-aebc-f065010c331f",4,1.58,0.88,1
"d5e0eb77-9047-4857-aebc-f065010c331f",4,1.1,0.88,2
"535f1af0-9e7c-4032-b7bd-006c8e872c02",4,1.3,0.92,1
"535f1af0-9e7c-4032-b7bd-006c8e872c02",6,1.83,0.92,2
"9e446ae9-9910-4c62-8ccf-cec87b0c857b",4,2.93,0.8,1
"9e446ae9-9910-4c62-8ccf-cec87b0c857b",4,1.1,0.92,2
"f5d6d600-28d7-4f3e-92d6-f91aa18f27bc",4,1.1,0.92,1
"f5d6d600-28d7-4f3e-92d6-f91aa18f27bc",4,1.3,0.88,2
"87918435-35d9-455d-8cb2-d7bf91b09628",4,2.48,0.8,1
"87918435-35d9-455d-8cb2-d7bf91b09628",4,2.79,0.76,2
"d85de2b2-86ad-46e0-8942-8907fda3c342",4,1.73,0.88,1
"d85de2b2-86ad-46e0-8942-8907fda3c342",4,1.95,0.84,2
"0c68d796-315e-4e32-959e-13bbdbb243d7",4,1.58,0.88,1
"0c68d796-315e-4e32-959e-13bbdbb243d7",4,1.1,0.88,2
"188c31e1-27a9-49ec-814c-1e8c090b3b0a",4,1.1,0.92,1
"188c31e1-27a9-49ec-814c-1e8c090b3b0a",4,1,0.96,2
"bf90994a-4f09-4228-a737-8d6521f7e2d8",4,1.15,0.92,1
"bf90994a-4f09-4228-a737-8d6521f7e2d8",4,1,0.96,2
"97eea670-9035-495b-8115-a21662e452b2",4,1.07,0.92,1
"97eea670-9035-495b-8115-a21662e452b2",4,1.69,0.88,2
"bc447651-a2ca-4aa2-a6e8-3a29ea0c0032",6,4.99,0.56,1
"bc447651-a2ca-4aa2-a6e8-3a29ea0c0032",4,3,0.44,2
"24f25b45-9637-469c-b2cf-96a1c134ea92",4,1.07,0.92,1
"24f25b45-9637-469c-b2cf-96a1c134ea92",4,1,1,2
"0c15e240-1c63-4dac-bb98-d8ea190089e6",4,2.25,0.84,1
"0c15e240-1c63-4dac-bb98-d8ea190089e6",4,1,0.88,2
"b3f93bf4-1fcf-4ef0-807a-6e3d93ccba4c",4,1.58,0.88,1
"b3f93bf4-1fcf-4ef0-807a-6e3d93ccba4c",4,1,0.96,2
"b2f36e70-30ec-4216-b4d0-3caea32d753c",6,4.54,0.44,1
"b2f36e70-30ec-4216-b4d0-3caea32d753c",6,2.02,0.88,2
"990eaa69-0f1a-4d55-ab05-34bb2586764b",4,1.3,0.92,1
"990eaa69-0f1a-4d55-ab05-34bb2586764b",4,2.73,0.84,2
"ce610105-c4ad-4353-a5f5-329c5c0f6241",4,3,0.44,1
"ce610105-c4ad-4353-a5f5-329c5c0f6241",4,1.33,0.84,2
"8c0f19da-75b6-4ace-807d-cd13dffdaf99",4,1.88,0.88,1
"8c0f19da-75b6-4ace-807d-cd13dffdaf99",4,1.09,0.92,2
"1620c006-9090-4d0f-b504-0a24920f041d",6,2.71,0.88,1
"1620c006-9090-4d0f-b504-0a24920f041d",4,1.43,0.88,2
"262e6b68-b507-4aa8-925c-faa7c87865e2",4,2.48,0.84,1
"262e6b68-b507-4aa8-925c-faa7c87865e2",4,1.95,0.84,2
"89f16bf3-5dc8-4200-8cf9-a480cd948232",4,3,0.72,1
"89f16bf3-5dc8-4200-8cf9-a480cd948232",4,1.69,0.88,2
"71909663-f805-476e-80eb-445d9c0079c4",4,1.53,0.84,1
"71909663-f805-476e-80eb-445d9c0079c4",4,1.24,0.92,2
"b74ccf8a-5423-4c07-913d-efec8f5aba95",4,3,0.8,1
"b74ccf8a-5423-4c07-913d-efec8f5aba95",4,2.48,0.84,2
"cb3fa3f1-0b97-4411-b4e6-bf507b0d230a",6,1.53,0.92,1
"cb3fa3f1-0b97-4411-b4e6-bf507b0d230a",6,1.81,0.84,2
"d90a778b-94e7-4ac1-9485-0da89be784be",4,1.65,0.88,1
"d90a778b-94e7-4ac1-9485-0da89be784be",4,1.18,0.96,2
"42de9348-d69f-442f-92b4-9bbbe5b7c667",4,1,0.88,1
"42de9348-d69f-442f-92b4-9bbbe5b7c667",4,1,0.96,2
"61a609e3-9ad6-4077-9118-e58faed5e0a1",6,1.61,0.88,1
"61a609e3-9ad6-4077-9118-e58faed5e0a1",6,2.3,0.88,2
"ed12d6dd-11e1-4127-84cf-ba0dd607375d",6,1.07,0.92,1
"ed12d6dd-11e1-4127-84cf-ba0dd607375d",6,1.07,0.96,2
"1b50fbaa-7cf9-485a-95b6-cfead1662797",4,1.1,0.88,1
"1b50fbaa-7cf9-485a-95b6-cfead1662797",4,1.1,0.88,2
"6242b6f2-6965-4885-b20d-1d30f557d565",4,1.1,0.92,1
"6242b6f2-6965-4885-b20d-1d30f557d565",6,1.67,0.88,2
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",4,1.03,0.76,1
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",4,3,0.84,2
"fbc01ee8-5582-4fc3-a2ac-4830e64c4173",6,1.16,0.88,1
"fbc01ee8-5582-4fc3-a2ac-4830e64c4173",6,2.38,0.88,2
"1b93ef0b-5496-4c6c-bc22-a13130421b34",4,2.1,0.84,1
"1b93ef0b-5496-4c6c-bc22-a13130421b34",4,1.3,0.88,2
"1156243b-3b73-409b-96bb-b7eabd4fbdcc",4,1.1,0.92,1
"1156243b-3b73-409b-96bb-b7eabd4fbdcc",4,1,0.92,2
"3bf87bfb-5ed9-4d32-8f7e-3101a2f0c9d0",4,1.39,0.92,1
"3bf87bfb-5ed9-4d32-8f7e-3101a2f0c9d0",4,1.1,0.88,2
"da9e8f30-afe0-4b88-8586-b25518ea694a",6,2.25,0.88,1
"da9e8f30-afe0-4b88-8586-b25518ea694a",6,1.86,0.92,2
"8c320288-35eb-4227-87dc-6e0841fa1d87",6,4.99,0.76,1
"8c320288-35eb-4227-87dc-6e0841fa1d87",4,1.91,0.88,2
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",6,2.51,0.88,1
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",4,1.1,0.92,2
"d7507615-f3de-4477-9f82-927a4ab7af78",4,2.2,0.8,1
"d7507615-f3de-4477-9f82-927a4ab7af78",4,1.03,0.88,2
"78e15ea5-a25e-46cc-b686-782fbd6c6845",6,2.81,0.84,1
"78e15ea5-a25e-46cc-b686-782fbd6c6845",4,2.73,0.8,2
"f14dee12-45e5-4f5f-bd5e-9c213d64ce3b",6,2.11,0.88,1
"f14dee12-45e5-4f5f-bd5e-9c213d64ce3b",6,3.84,0.84,2
"63a4024b-27cd-4422-8c19-d810c9681758",6,1.83,0.88,1
"63a4024b-27cd-4422-8c19-d810c9681758",4,1.78,0.88,2
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",6,1.66,0.92,1
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",4,1.1,0.92,2
"ce6e5783-acd6-46e8-85fc-56c9b4671af7",4,1.91,0.88,1
"ce6e5783-acd6-46e8-85fc-56c9b4671af7",4,1.39,0.92,2
"389e1de9-f27d-459b-8652-1f206c432578",4,1.1,0.92,1
"389e1de9-f27d-459b-8652-1f206c432578",6,1.99,0.88,2
"78d5269b-3d21-4f21-b32f-a9d07a9411f4",4,3,0.4,1
"78d5269b-3d21-4f21-b32f-a9d07a9411f4",4,3,0.52,2
"6c9afb5c-fb84-4e41-9263-ac21486bb743",4,1.36,0.88,1
"6c9afb5c-fb84-4e41-9263-ac21486bb743",4,1,0.84,2
"af6e5a9a-11fd-416e-b469-86585cde14fb",6,2.81,0.88,1
"af6e5a9a-11fd-416e-b469-86585cde14fb",6,1.83,0.92,2
"26e0affd-70d2-4a61-b127-e66d45bc1730",4,1.69,0.88,1
"26e0affd-70d2-4a61-b127-e66d45bc1730",4,1.53,0.88,2
"9c74d1e9-8d7a-4a7b-88a9-830546c5609a",4,1.69,0.88,1
"9c74d1e9-8d7a-4a7b-88a9-830546c5609a",6,3.49,0.84,2
"5c1323a4-42d7-4173-ab3b-dce65f9ff673",4,1.65,0.88,1
"5c1323a4-42d7-4173-ab3b-dce65f9ff673",4,1.47,0.88,2
"ca7572e3-ada9-42c5-9aac-e53a264018e1",6,1.53,0.92,1
"ca7572e3-ada9-42c5-9aac-e53a264018e1",6,3.69,0.84,2
"14fb0d85-a3d3-49bf-9775-ae737be5f5e0",4,2.6,0.68,1
"14fb0d85-a3d3-49bf-9775-ae737be5f5e0",4,1.82,0.84,2
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",4,2.73,0.84,1
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",4,1.1,0.92,2
"7a53af75-0f60-4724-b0be-fbba3c68ee53",4,1.69,0.88,1
"7a53af75-0f60-4724-b0be-fbba3c68ee53",4,1.1,0.92,2
"3cf42fbb-2c49-4c6c-a2f5-0524020a231c",4,2.31,0.84,1
"3cf42fbb-2c49-4c6c-a2f5-0524020a231c",4,1.73,0.88,2
"7195beb2-fa14-4abe-82d1-ed685fc41815",4,1.69,0.84,1
"7195beb2-fa14-4abe-82d1-ed685fc41815",4,1.3,0.92,2
"2dac0c22-f9ab-4f7e-a373-be81b4534035",4,1,0.92,1
"2dac0c22-f9ab-4f7e-a373-be81b4534035",4,1.39,0.88,2
"5e929db1-305a-4735-be47-870160aac0dc",4,1.58,0.88,1
"5e929db1-305a-4735-be47-870160aac0dc",4,1.1,0.88,2
"448f7f25-ccf2-494a-9b3c-16a28921539d",4,1.18,0.92,1
"448f7f25-ccf2-494a-9b3c-16a28921539d",4,1,0.96,2
"1ffbbb1c-dadc-4fe4-9442-d9430a90e79c",4,1.24,0.88,1
"1ffbbb1c-dadc-4fe4-9442-d9430a90e79c",4,1.1,0.92,2
"50ceac3f-8636-4e9c-a205-460697cc203e",4,1,0.92,1
"50ceac3f-8636-4e9c-a205-460697cc203e",4,1.27,0.92,2
"53cb8918-1ae2-4f5e-a990-3312235b6bab",4,1,1,1
"53cb8918-1ae2-4f5e-a990-3312235b6bab",4,1.1,0.92,2
"830c33eb-db6d-49cc-a5e6-93b088b94f34",4,3,0.76,1
"830c33eb-db6d-49cc-a5e6-93b088b94f34",4,2.48,0.84,2
"e7f08f1a-185b-4c2a-ba32-4db240db3890",6,2.88,0.88,1
"e7f08f1a-185b-4c2a-ba32-4db240db3890",6,1.06,0.96,2
"1269877d-9c2d-482e-b3d8-385fa4574fbd",6,2.62,0.88,1
"1269877d-9c2d-482e-b3d8-385fa4574fbd",6,1.83,0.92,2
"227a5739-8f7f-45e2-9ebf-8502e391581f",4,1,0.92,1
"227a5739-8f7f-45e2-9ebf-8502e391581f",4,1,0.96,2
"c05b187b-eb66-420a-aba2-d6a5213495c6",6,4.33,0.8,1
"c05b187b-eb66-420a-aba2-d6a5213495c6",4,1.5,0.8,2
"e679508c-dc4f-4fd9-9732-c2231989d5de",4,1,1,1
"e679508c-dc4f-4fd9-9732-c2231989d5de",4,1.07,0.96,2
"3e5bef41-6093-48e0-987b-53a9fc9e020d",4,3,0.48,1
"3e5bef41-6093-48e0-987b-53a9fc9e020d",4,3,0.48,2
"47abed69-4041-4c0d-a952-0e3d271f8490",6,2.07,0.88,1
"47abed69-4041-4c0d-a952-0e3d271f8490",6,1.45,0.92,2
"6e694d38-3e3f-4298-8a8b-48e623d62a30",4,2.83,0.72,1
"6e694d38-3e3f-4298-8a8b-48e623d62a30",4,2.83,0.4,2
"98c3ef15-dc32-4435-b685-4c3676f76373",6,3.17,0.88,1
"98c3ef15-dc32-4435-b685-4c3676f76373",6,4.99,0.8,2
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",4,2.14,0.84,1
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",4,1.33,0.88,2
"2f45176f-8899-49b0-961d-05de4940ca7d",6,1.67,0.92,1
"2f45176f-8899-49b0-961d-05de4940ca7d",4,1,0.92,2
"9e56614b-aa75-471f-86e1-b4f78edabad7",6,2.34,0.84,1
"9e56614b-aa75-471f-86e1-b4f78edabad7",6,2.03,0.88,2
"f0a78028-7e72-4845-8230-80211fac45bc",4,1.73,0.88,1
"f0a78028-7e72-4845-8230-80211fac45bc",4,1.58,0.88,2
"1f27ab0c-f543-48d4-b9d7-07139009e6a7",4,1.72,0.88,1
"1f27ab0c-f543-48d4-b9d7-07139009e6a7",4,1.27,0.92,2
"28cf1e23-d365-4549-b40c-a158f08d0360",6,4.39,0.76,1
"28cf1e23-d365-4549-b40c-a158f08d0360",4,2.2,0.84,2
"caebec95-e739-4b7a-8d58-55b9f81a0a29",4,1.43,0.88,1
"caebec95-e739-4b7a-8d58-55b9f81a0a29",4,1.69,0.84,2
"6d37f3fa-0781-47db-b59a-3ef83a907a5b",4,2.48,0.6,1
"6d37f3fa-0781-47db-b59a-3ef83a907a5b",6,4.99,0.52,2
"984908e8-5280-443f-968a-cfa3cded9160",6,4.99,0.68,1
"984908e8-5280-443f-968a-cfa3cded9160",6,3.75,0.8,2
"f9d54e5d-3fed-4c1b-ba24-b002f3bb3a2b",6,3.58,0.84,1
"f9d54e5d-3fed-4c1b-ba24-b002f3bb3a2b",4,2.25,0.84,2
"8f289881-2451-43a1-a53a-cbe476e643d8",4,1.27,0.88,1
"8f289881-2451-43a1-a53a-cbe476e643d8",4,1.58,0.88,2
"33441493-610c-4a82-947f-fa434561b0b5",4,1.18,0.92,1
"33441493-610c-4a82-947f-fa434561b0b5",4,2.77,0.8,2
"9578fef2-95b2-42d9-852f-075d03a3145d",4,2.35,0.76,1
"9578fef2-95b2-42d9-852f-075d03a3145d",4,1.99,0.84,2
"d813fa38-983e-434d-b927-4597dae411dd",4,1.81,0.88,1
"d813fa38-983e-434d-b927-4597dae411dd",4,2.36,0.84,2
"3c58a09d-cf65-4ea2-a1b0-a9b9d7340e6e",4,2.31,0.76,1
"3c58a09d-cf65-4ea2-a1b0-a9b9d7340e6e",4,2.31,0.6,2
"74921689-d984-4833-a3f9-4c47cbf16b86",6,1,0.96,1
"74921689-d984-4833-a3f9-4c47cbf16b86",6,1.33,0.92,2
"b2f7eb0e-72ae-4f8f-8152-69daa4c6269d",6,4.44,0.8,1
"b2f7eb0e-72ae-4f8f-8152-69daa4c6269d",6,1.51,0.92,2
"e9b75b4f-09c4-420b-a0f5-a6dca884a11d",6,1.51,0.92,1
"e9b75b4f-09c4-420b-a0f5-a6dca884a11d",4,1.27,0.92,2
"dac90a29-7587-401b-8204-b49aa02be85d",4,1,0.92,1
"dac90a29-7587-401b-8204-b49aa02be85d",4,1.69,0.96,2
"a0e4b134-c87e-4854-944a-2414fbe53ee2",4,1.21,0.88,1
"a0e4b134-c87e-4854-944a-2414fbe53ee2",6,4.13,0.84,2
"87eef245-5766-4c3b-8125-7935e9b49ca4",6,4.64,0.8,1
"87eef245-5766-4c3b-8125-7935e9b49ca4",4,1.73,0.88,2
"dcf2ccfe-46ae-4d3a-8963-41e2a814f6c0",6,2.74,0.88,1
"dcf2ccfe-46ae-4d3a-8963-41e2a814f6c0",4,1.33,0.88,2
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",4,1.65,0.88,1
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",4,1.3,0.92,2
"3c92de00-9fe4-423a-b933-06fc8a5eb1da",4,1.3,0.84,1
"3c92de00-9fe4-423a-b933-06fc8a5eb1da",4,2.05,0.84,2
"9e35805c-cd6e-4ce9-9f5e-26d7a581f08c",4,1,0.92,1
"9e35805c-cd6e-4ce9-9f5e-26d7a581f08c",4,1.58,0.88,2
"93e43cc0-87e6-46fc-b13e-e82973572258",4,2.93,0.8,1
"93e43cc0-87e6-46fc-b13e-e82973572258",6,3.05,0.84,2
"3a0b4ae9-c342-4dad-814b-bf0b0c4bd665",6,2.62,0.88,1
"3a0b4ae9-c342-4dad-814b-bf0b0c4bd665",6,2.44,0.88,2
"37dbdaa7-08e5-44d8-915d-e4cb0abaf4ca",6,1.8,0.88,1
"37dbdaa7-08e5-44d8-915d-e4cb0abaf4ca",4,1.81,0.88,2
"485324f1-16e6-4785-8d23-0501ade70d35",6,2.65,0.8,1
"485324f1-16e6-4785-8d23-0501ade70d35",4,1.15,0.92,2
"3a87ea30-03ad-4429-8ed5-b803f4da52e1",4,1.3,0.92,1
"3a87ea30-03ad-4429-8ed5-b803f4da52e1",4,1.81,0.88,2
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",4,2.19,0.88,1
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",4,1.3,0.92,2
"2f6f1afb-303e-425e-b9ff-8115e1d79735",4,1.54,0.76,1
"2f6f1afb-303e-425e-b9ff-8115e1d79735",4,2.73,0.84,2
"092195f3-22b8-48f2-85ba-a90b891f6f73",6,4.95,0.52,1
"092195f3-22b8-48f2-85ba-a90b891f6f73",4,3,0.48,2
"8fb44af6-9b0a-48f4-a20c-78b0fe4c1636",4,1,0.96,1
"8fb44af6-9b0a-48f4-a20c-78b0fe4c1636",4,1,0.96,2
"2c53c733-3078-4af2-95d1-db8778ecceaa",4,1.92,0.84,1
"2c53c733-3078-4af2-95d1-db8778ecceaa",4,2.55,0.76,2
"ac39da86-27f6-4899-9ab4-09353a102689",6,2.62,0.88,1
"ac39da86-27f6-4899-9ab4-09353a102689",4,1.73,0.88,2
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",4,1.3,0.92,1
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",4,1.3,0.92,2
"f7386101-8254-4356-b895-44f6ee1eed68",4,1.18,0.88,1
"f7386101-8254-4356-b895-44f6ee1eed68",4,1.91,0.88,2
"cfde479d-e926-4ba7-b628-b9f5e689c4d1",4,1.3,0.88,1
"cfde479d-e926-4ba7-b628-b9f5e689c4d1",4,1.3,0.96,2
"3a382e4c-c4e6-42ca-8f1b-a5048ba68297",6,2.22,0.88,1
"3a382e4c-c4e6-42ca-8f1b-a5048ba68297",4,1.1,0.88,2
"4fa86196-97df-4c7d-bade-8cf87ae9165c",6,4.33,0.72,1
"e01ea16f-fbfa-49f7-a861-09c098e1575b",4,1.91,0.84,1
"e01ea16f-fbfa-49f7-a861-09c098e1575b",6,3.98,0.84,2
"4fa86196-97df-4c7d-bade-8cf87ae9165c",4,3,0.68,2
"e4864877-7de2-4c14-8e49-ecce51992294",4,1.62,0.84,1
"e4864877-7de2-4c14-8e49-ecce51992294",4,1.53,0.88,2
"85ccefa9-17df-4af1-b7dc-5c7694e57506",4,2.31,0.84,1
"85ccefa9-17df-4af1-b7dc-5c7694e57506",6,3.09,0.8,2
"d1081765-a926-4e0c-9569-d4ac544d13ca",6,3.17,0.88,1
"d1081765-a926-4e0c-9569-d4ac544d13ca",6,4.54,0.68,2
"3b2f042e-2c22-49d5-abcc-c0dc31e35e62",4,2.36,0.76,1
"3b2f042e-2c22-49d5-abcc-c0dc31e35e62",4,1.91,0.88,2
"0de5fd15-937c-40e0-af54-72dd76786a3b",4,2.61,0.68,1
"0de5fd15-937c-40e0-af54-72dd76786a3b",4,1.62,0.88,2
"ca56dd6c-93cb-4d9c-9ca4-b7ea5d17fa12",4,2.48,0.84,1
"ca56dd6c-93cb-4d9c-9ca4-b7ea5d17fa12",4,2.05,0.84,2
"b9cc7a19-78a8-487e-ba75-8f115d2880d9",4,2.93,0.52,1
"93737fc8-b2e8-46ef-a0fa-be27c453a477",4,1.69,0.8,1
"93737fc8-b2e8-46ef-a0fa-be27c453a477",4,2.73,0.84,2
"b9cc7a19-78a8-487e-ba75-8f115d2880d9",4,2.37,0.68,2
"66f60844-1e2b-4933-b6bd-69455b6152ef",4,1.36,0.88,1
"66f60844-1e2b-4933-b6bd-69455b6152ef",4,1.4,0.84,2
"96aee366-9e8c-4ca1-b6c2-d1083b973187",4,1,0.96,1
"96aee366-9e8c-4ca1-b6c2-d1083b973187",4,1.15,0.88,2
"1f51d142-4779-4da9-ae0e-1486e77affc5",4,3,0.4,1
"1f51d142-4779-4da9-ae0e-1486e77affc5",4,3,0.44,2
"25d81f19-8f5d-4c79-98d2-ab7397307b87",4,1.1,0.92,1
"25d81f19-8f5d-4c79-98d2-ab7397307b87",6,2.19,0.88,2
"022c590c-e20d-4306-9f8a-f9297ed2cc55",4,2.48,0.72,1
"022c590c-e20d-4306-9f8a-f9297ed2cc55",4,3,0.68,2
"0437b84a-6cce-49d0-aefc-f779aeb093bb",6,2.18,0.84,1
"bb28f78d-2d79-473b-89e0-e52be347b717",4,1,0.84,1
"0437b84a-6cce-49d0-aefc-f779aeb093bb",4,1.91,0.84,2
"bb28f78d-2d79-473b-89e0-e52be347b717",4,2.48,0.8,2
"333719f9-1539-494e-a97c-2f4d65aba3a4",4,1.91,0.88,1
"333719f9-1539-494e-a97c-2f4d65aba3a4",4,1.91,0.84,2
"02a804f5-e7fb-428d-b173-9a487ddde6eb",4,1.94,0.84,1
"02a804f5-e7fb-428d-b173-9a487ddde6eb",4,1.69,0.8,2
"2b15aad5-085c-416f-a4e7-826caec7d952",4,1.47,0.88,1
"2b15aad5-085c-416f-a4e7-826caec7d952",4,1.27,0.84,2
"a21e7ff8-a5d9-434d-8d32-1015c2d61c52",6,3.93,0.8,1
"a21e7ff8-a5d9-434d-8d32-1015c2d61c52",6,1.83,0.84,2
"a7abeee9-8328-4767-8d36-b7dd6e65094d",4,3,0.64,1
"a7abeee9-8328-4767-8d36-b7dd6e65094d",4,2.05,0.84,2
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",4,1.1,0.88,1
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",4,1.65,0.88,2
"49297bad-88ba-4675-ad19-1078583fa859",4,2.19,0.84,1
"49297bad-88ba-4675-ad19-1078583fa859",4,2.05,0.84,2
"07aa48d0-1a0c-4864-88f8-9fa308d385e8",4,1,1,1
"07aa48d0-1a0c-4864-88f8-9fa308d385e8",4,1.58,0.88,2
"8ef05b91-4a95-4c79-b0f7-5ea66ad8e942",4,1,0.92,1
"8ef05b91-4a95-4c79-b0f7-5ea66ad8e942",4,1.74,0.84,2
"95a6aed8-9cc5-4bf6-9a25-cbf77e56b807",4,2,0.84,1
"95a6aed8-9cc5-4bf6-9a25-cbf77e56b807",4,2.67,0.8,2
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",4,1.86,0.84,1
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",6,1.83,0.88,2
"665c2b5d-0f34-4b17-8aca-88a0b7bfce4c",4,2.54,0.8,1
"665c2b5d-0f34-4b17-8aca-88a0b7bfce4c",4,2.48,0.84,2
"59a7e048-e562-43b4-bd0b-2a6b7d75a4f1",4,1.53,0.84,1
"59a7e048-e562-43b4-bd0b-2a6b7d75a4f1",4,1.07,0.88,2
"f7fc9ae0-f3f1-42b4-ac92-1cb47dabc69c",4,1.91,0.84,1
"f7fc9ae0-f3f1-42b4-ac92-1cb47dabc69c",4,1.58,0.88,2
"f5a05eac-67ef-4903-afea-5ce175ef31f9",4,1.73,0.88,1
"f5a05eac-67ef-4903-afea-5ce175ef31f9",4,1.3,0.92,2
"bb4e20b2-ee4d-448d-99f6-75ff5df366c1",6,4.99,0.56,1
"e1b7e7e0-654b-44ea-8f78-4d4ff01b54a5",6,4.54,0.76,1
"e1b7e7e0-654b-44ea-8f78-4d4ff01b54a5",4,2.25,0.84,2
"bb4e20b2-ee4d-448d-99f6-75ff5df366c1",4,3,0.52,2
"e22ff1f6-4b94-4e31-959c-d4590a8c18f7",6,4.99,0.8,1
"e22ff1f6-4b94-4e31-959c-d4590a8c18f7",6,4.88,0.72,2
"cdd4ab07-2e42-4e2a-8153-969962ef9704",4,1.94,0.84,1
"cdd4ab07-2e42-4e2a-8153-969962ef9704",4,1,0.88,2
"5c4b0974-6115-4cd2-b558-44c1b2f55f7a",4,2.25,0.8,1
"5c4b0974-6115-4cd2-b558-44c1b2f55f7a",4,1.5,0.92,2
"ae2ae8ff-8dd8-4baf-91e6-4ed8e4067f43",4,1,0.88,1
"ae2ae8ff-8dd8-4baf-91e6-4ed8e4067f43",6,1.33,0.92,2
"2f04de9d-42e0-4806-b2b7-62dc1993160a",6,2.38,0.88,1
"2f04de9d-42e0-4806-b2b7-62dc1993160a",6,1.83,0.88,2
"15838af6-6a7c-45b9-9b9d-f6ae74f4302e",4,1.58,0.88,1
"15838af6-6a7c-45b9-9b9d-f6ae74f4302e",4,1.5,0.88,2
"16e8795d-648f-44c9-8d3f-be7f69ea88e2",4,2.1,0.84,1
"16e8795d-648f-44c9-8d3f-be7f69ea88e2",6,3.17,0.8,2
"49f02546-44bd-4bfd-a0fc-66609c2e252d",4,1.47,0.84,1
"49f02546-44bd-4bfd-a0fc-66609c2e252d",6,2.88,0.84,2
"5eb1d8d1-ed76-4547-88c1-254beb1b60a3",6,2.17,0.88,1
"5eb1d8d1-ed76-4547-88c1-254beb1b60a3",4,2.19,0.8,2
